question,cluster
Unter welchen Bedingungen kann ein Gasgrundversorger seine Bezugskosten im Rahmen der Grundversorgung an seine Kunden weitergeben?,177
"Wer ist verpflichtet, bei der Preisbestimmung im Rahmen der Grundversorgung Kostensenkungen zu berücksichtigen?",157
Unter welchen Umständen ist eine gerichtliche Billigkeitskontrolle von Gaspreiserhöhungen nicht mehr gerechtfertigt?,160
Welche Rolle spielt das Feststellungsinteresse bei einer auf (Zwischen-)Feststellung gerichteten Widerklage?,88
"Wie ist die Rechtslage, wenn die Feststellungswiderklage sich auf bestimmte Beziehungen oder Folgen aus dem Rechtsverhältnis bezieht?",9
Welche Bedeutung hat die Rechtskraft einer Entscheidung für die Feststellungswiderklage?,9
"Wie ist die Rechtslage, wenn die Feststellungswiderklage sich auf den Umfang einer Leistungspflicht bezieht?",9
"Wie ist die Rechtslage, wenn die Feststellungswiderklage sich auf bestimmte Verpflichtungen bezieht?",9
Welche Rechtsgrundlage gilt für die Anwendung von § 1004 BGB auf das Recht aus einer bergrechtlichen Bewilligung?,105
Unter welchen Voraussetzungen kann ein Bergbauberechtigter nach § 8 Abs. 2 BBergG einen Beseitigungsanspruch geltend machen?,44
"Wer ist berechtigt, eine Grundabtretung nach § 77 BBergG zu verlangen?",44
"Welche Rechte hat ein Grundstückseigentümer gegenüber einem Bergbauberechtigten, der eine Grundabtretung nach § 77 BBergG beantragt?",17
"Welche Bedingungen müssen erfüllt sein, damit eine Grundabtretung nach § 77 BBergG durchgeführt werden kann?",44
Wie ist die Rechtsstellung eines Bergbauberechtigten im Vergleich zu der eines Grundstückseigentümers zu bewerten?,17
"Welche Rechte hat ein Bergbauberechtigter an der Grundstücksoberfläche, die von seinem Gewinnungsrecht erfasst ist?",17
Welche Rolle spielt die verfassungsrechtliche Bestandsgarantie für das Grundstückseigentum (Art. 14 Abs. 1 GG) im Konflikt zwischen Bergbauberechtigtem und Grundstückseigentümer?,17
"Welche Voraussetzungen müssen erfüllt sein, damit ein Werkvertrag nach § 631 BGB vorliegt?",16
"Welche Vergütungsregelung gilt für Werkverträge, wenn keine bestimmte Vergütung vereinbart wurde?",7
"Wer trägt die Verantwortung, die übliche Vergütung für eine Werkleistung nachzuweisen?",7
Welche Rolle spielt die Kenntnis der üblichen Vergütung für den Auftraggeber bei der Vertragsverhandlung?,7
"Wie kann das Gericht die übliche Vergütung für eine Werkleistung feststellen, wenn dies nicht bereits im Vertrag geregelt ist?",7
Welche Bedeutung hat die Schadenshöhe bei der Berechnung der Vergütung für einen Schadensgutachter?,45
"Welche Auswirkungen hat es, wenn die Vergütungsvereinbarung in einem Werkvertrag sittenwidrig ist?",7
"Welche Rechtsfolge tritt ein, wenn die Revision gegen ein Urteil erfolgreich ist?",23
"Welche Voraussetzungen müssen erfüllt sein, damit ein Eisenbahninfrastrukturunternehmen nach § 1 Abs. 1 HaftpflG haftet?",125
Unter welchen Bedingungen greift ein Haftungsausschluss wegen höherer Gewalt nach § 1 Abs. 2 HaftpflG nicht ein?,9
"Wer ist verpflichtet, die Sicherheit der Schienentrasse zu gewährleisten und die Eisenbahninfrastruktur in betriebssicherem Zustand zu halten?",125
Welche Rolle spielt eine Kuh auf der Trasse bei der Abwägung der Haftungsverantwortung zwischen Eisenbahninfrastrukturunternehmen und Eisenbahnverkehrsunternehmen?,125
"Welche Rechtsgrundlage gilt für die Zurechnung von Beratungsfehlern eines Dritten auf eine Bank, wenn die Bank nicht im Pflichtenkreis des Dritten tätig geworden ist?",15
"Wie ist die Haftungsverteilung zwischen Eisenbahninfrastrukturunternehmen und Eisenbahnverkehrsunternehmen zu regeln, wenn die Verursachung des Schadens nicht allein einem der Beteiligten angelastet werden kann?",125
"Welche Rechtsfolge tritt ein, wenn ein Eisenbahninfrastrukturunternehmen seine Verkehrssicherungspflicht verletzt und dadurch einen Schaden verursacht?",125
Unter welchen Voraussetzungen kann ein Eisenbahnverkehrsunternehmen von seiner Haftung nach § 1 Abs. 1 HaftpflG befreit werden?,125
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vertragspartner den anderen zur Annahme und Verwertung von Abfällen verpflichten kann?",13
Unter welchen Bedingungen kann ein bereits in Vollzug gesetztes Dauerschuldverhältnis gekündigt werden?,42
"Wer ist verpflichtet, den Schaden zu ersetzen, der durch die Nichterfüllung einer Leistungspflicht entstanden ist?",157
Welche Rolle spielt das Mitverschulden bei der Schadensersatzverpflichtung?,42
"Welche Rechtsgrundlage gilt für die Verpflichtung zur Schadensersatzleistung, wenn die Erfüllung der Leistungspflicht unmöglich geworden ist?",45
"Wie kann ein Schaden abstrakt berechnet werden, wenn die konkrete Berechnung fraglich ist?",74
Welche Bedeutung hat die Möglichkeit einer abstrakten Schadensberechnung für die Wahrscheinlichkeit eines erstattungsfähigen Schadens?,74
"Welche Anforderungen müssen erfüllt sein, damit ein Zwischenurteil über den Grund ergehen kann?",107
"Welche Bedeutung hat die Möglichkeit, dass der Klägerin gar nicht in der Lage war, Abfall von ihren Kunden abzunehmen, für die abstrakte Schadensberechnung?",166
Wie kann das Berufungsgericht im Falle der Zurückverweisung der Sache mit den im Revisionsverfahren vorgebrachten Einwendungen umgehen?,23
"Welche Voraussetzungen müssen erfüllt sein, damit Genussscheininhaber im Falle eines Beherrschungs- und Gewinnabführungsvertrages einen Ausgleichsanspruch geltend machen können?",31
"Wer ist verpflichtet, den Ausgleichsanspruch nach § 304 AktG zu zahlen, wenn ein Beherrschungs- und Gewinnabführungsvertrag besteht?",105
Wie ist im Falle eines Beherrschungs- und Gewinnabführungsvertrages zwischen der I. und der Beklagten die Anpassung der Genussscheinbedingungen an die veränderte Rechtslage vorzunehmen?,31
Welche Rolle spielt die Prognose hinsichtlich der wirtschaftlichen Entwicklung der Beklagten bei der Bedienung der Genussscheine bis zum Ende des Beherrschungs- und Gewinnabführungsvertrages?,31
Welche Rechtsgrundlage gilt für die Anpassung der Genussscheinbedingungen nach § 313 BGB im Falle eines Beherrschungs- und Gewinnabführungsvertrages?,16
Welche Rechte hat die Beklagte im Falle einer positiven Ertragsprognose zum Zeitpunkt der Verschmelzung?,182
"Wer ist schutzbedürftiger, die Genussscheininhaber oder die Beklagte, und warum?",113
"Welche Rechtsfolge tritt ein, wenn die Beklagte nicht schlüssig dargelegt hat, dass negative Entwicklungen schon zum Zeitpunkt der Verschmelzung angelegt gewesen seien?",182
"Welche Voraussetzungen müssen erfüllt sein, damit ein Garantieanspruch wegen eines Motorschadens geltend gemacht werden kann?",45
"Wer ist verpflichtet, die Kosten für die Reparatur eines Garantiefalls zu tragen?",157
Unter welchen Bedingungen kann eine Garantie wegen Verletzung der Wartungspflicht unwirksam sein?,45
"Wie wird entschieden, ob eine Klausel in Allgemeinen Geschäftsbedingungen der Inhaltskontrolle nach §§ 307 ff. BGB unterliegt?",106
Welche Rolle spielt die Entgeltlichkeit einer Garantie bei der Beurteilung einer Wartungsklausel?,31
"Welche Rechtsgrundlage gilt für die Unwirksamkeit einer Klausel in Allgemeinen Geschäftsbedingungen, die den Kunden unangemessen benachteiligt?",18
"Wie wird entschieden, ob eine Klausel in einem Vertrag eine wirksame vertragliche Regelung darstellt oder dispositives Gesetzesrecht zur Anwendung kommt?",1
"Wer trägt das Risiko für Schäden, die durch die Verletzung der Wartungspflicht entstehen, wenn die Garantie unwirksam ist?",45
"Welche Rechtsfolge tritt ein, wenn eine Klausel in Allgemeinen Geschäftsbedingungen unwirksam ist?",18
"Wie wird entschieden, ob eine Vertragsauslegung durch das Berufungsgericht rechtmäßig ist?",23
Unter welchen Voraussetzungen ist eine Widerwiderklage unzulässig?,9
Was ist ein Streitgegenstand in Bezug auf die materielle Rechtskraft?,25
"Wer ist verpflichtet, eine gerichtliche Entscheidung zu beachten, und welche Konsequenzen hat das Nichtbeachten?",9
Welche Rolle spielt das Modernisierungsverlangen bei der Beurteilung eines Duldungsanspruchs?,216
"Wie kann ein neuer Streitgegenstand entstehen, und wann ist das nicht der Fall?",119
"Welche Rechtsfolge tritt ein, wenn eine gerichtliche Entscheidung nicht beachtet wird?",9
Welche Bedeutung hat die Fortentwicklung der Technik für die Beibehaltung eines vertraglich vorgegebenen Zustands?,1
"Welche Voraussetzungen müssen erfüllt sein, damit ein Prüfungsantrag zulässig ist?",201
Welche Maßnahmen gelten als Dienstaufsichtsmaßnahmen im Sinne des § 26 Abs. 3 DRiG?,197
"Wer ist befugt, auf dienstliche Erklärungen eines Richters zuzugreifen?",186
Unter welchen Umständen kann die Beschaffung und Einsichtnahme in dienstliche Erklärungen als Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen angesehen werden?,197
"Wie kann die Einsichtnahme in dienstliche Erklärungen geeignet sein, sich auf die künftige Tätigkeit eines Richters auszuwirken?",186
Welche Rolle spielt die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen bei der Vorbereitung von Vorhaltungen oder der Veranlassung zur Aufgabe von Rechtsansichten?,197
Welche Maßnahmen können als Vorbereitungsmaßnahmen für künftige beeinträchtigende Maßnahmen der Dienstaufsicht im Sinne des § 26 Abs. 3 DRiG angesehen werden?,197
"Welche Rechte hat ein Richter, wenn er der Meinung ist, dass die Einsichtnahme in seine dienstlichen Erklärungen eine Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen darstellt?",186
Wie kann die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen zu dem Gefühl einer heimlichen Überwachung durch den Präsidenten des Bundesgerichtshofs führen und damit zu einer Einflussnahme auf die Rechtsprechung?,116
Welche Rechtsgrundlage gilt für die Zurückweisung eines Antrages als unzulässig?,9
"Welche Voraussetzungen müssen erfüllt sein, damit eine Abtretungsklausel wirksam ist?",148
"Wer ist verpflichtet, die Transparenz einer Abtretungsklausel sicherzustellen?",148
Wie kann eine unklare Abtretungsklausel zur Unwirksamkeit der gesamten Klausel führen?,148
"Welche Rechte hat der Geschädigte gegenüber dem Sachverständigen, wenn dieser seinen vertraglichen Honoraranspruch geltend macht?",9
"Was geschieht mit der abgetretenen Schadensersatzforderung, wenn der Sachverständige seinen vertraglichen Honoraranspruch gegen die Geschädigte geltend macht?",9
"Welche Rechtsfolge tritt ein, wenn eine Abtretungsklausel unwirksam ist?",148
Welche Rolle spielt die Verständlichkeit einer Abtretungsklausel für ihre Wirksamkeit?,148
Unter welchen Bedingungen kann ein Werklohnanspruch durch die Aufrechnung mit Mehraufwendungen erlöschen?,7
"Wer ist verpflichtet, dem Auftragnehmer nach einer Kündigung eine Aufstellung über die entstandenen Mehrkosten zuzusenden?",31
"Welche Rechte hat der Auftragnehmer, wenn ihm die Aufstellung über die entstandenen Mehrkosten nicht zugesendet wird?",31
"Wie muss die Aufstellung über die entstandenen Mehrkosten erstellt werden, damit sie dem Auftragnehmer eine sachgerechte Prüfung ermöglicht?",37
Welche Rolle spielt die Rechnungslegung im Rahmen einer Stufenklage?,46
"Warum kann die Stufenklage unzulässig sein, obwohl die Rechnungslegung dem Kläger Informationen über seine Rechtsverfolgung verschaffen soll?",9
"Welche Rechtsgrundlage gilt für die Verpflichtung des Auftraggebers, dem Auftragnehmer eine Aufstellung über die entstandenen Mehrkosten zuzusenden?",31
"Welche Voraussetzungen müssen erfüllt sein, damit Gesellschafter einer GmbH verpflichtet sind, keine höheren Geschäftsführervergütungen zu vereinnahmen als in einem Gesellschafterbeschluss festgelegt?",48
Unter welchen Bedingungen kann eine Änderung der Geschäftsführerverträge bezüglich der Gründungsgesellschafter einer GmbH erfolgen?,48
"Wer ist berechtigt, einen Mitgesellschafter im Interesse der Gesellschaft in Anspruch zu nehmen?",81
Welche Rolle spielt die Regelung in § 5 Abs. 4 des Gesellschaftsvertrages im Vergleich zu § 8 Abs. 3?,40
"Welche Rechtsfolge tritt ein, wenn Gesellschafter einer GmbH gegen die gesellschaftliche Treuepflicht verstoßen?",24
"Wie ist der Streitwert in einem Verfahren zu berechnen, in dem es um die Unterlassung von Geschäftsführervergütungen geht?",7
"Welche Rechte hat ein Gesellschafter einer GmbH, wenn er sich nicht auf eine neue Vergütungshöhe einigen kann?",48
"Welche Voraussetzungen müssen erfüllt sein, damit ein Mietvertrag über den vereinbarten Endzeitpunkt hinaus fortbesteht?",12
Welche Rolle spielt die Ausübung des Optionsrechts der Mieterin für die Anwendung der Verlängerungsklausel im Mietvertrag?,12
"Wie ist die Verlängerungsklausel im Mietvertrag auszulegen, wenn der Wortlaut mehrere Auslegungsmöglichkeiten zulässt?",12
"Wer ist verpflichtet, eine Entscheidung zu treffen, ob er eine automatische Verlängerung des Mietvertrages verhindern will, und wie lange vor Ablauf der regulären Mietzeit muss diese Entscheidung getroffen werden?",12
"Welche Rechte hat die Mieterin, wenn sie sich zunächst gegen die Verlängerung des Mietvertrages ausspricht, aber später ihr Optionsrecht ausüben will?",12
Wie kann die Mieterin dem Einwand widersprüchlichen Verhaltens bei Ablehnung der Verlängerung nach § 3 Abs. 3 vorbeugen?,12
Welche Auswirkungen hat die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit auf die Optionsmöglichkeit der Mieterin?,12
"Welche Gründe sprechen dafür, dass die Verlängerungsklausel eigenständig ist und nicht als Unterfall des Optionsrechts geregelt ist?",144
Wie beeinflusst die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit den Entscheidungsdruck für die Mieterin?,12
"Wer ist befugt, einen Geschäftsführeranstellungsvertrag für eine GmbH abzuschließen?",48
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführervertrag wirksam ist?",48
Wie kann ein unwirksamer Geschäftsführervertrag für die Zukunft behandelt werden?,48
Wann kann eine Abfindungsklausel in einem Geschäftsführervertrag unwirksam sein?,48
"Welche Rechte hat ein Geschäftsführer, wenn der Vertrag unwirksam ist, aber er bereits als Geschäftsführer tätig war?",48
Welche Rolle spielt die Kenntnis aller Gesellschafter von einem Geschäftsführervertrag für dessen Wirksamkeit?,48
Wie kann eine Gesellschafterversammlung die Wirksamkeit eines Geschäftsführervertrages bestätigen?,48
"Welche Rechtsfolgen hat es, wenn ein Geschäftsführervertrag unwirksam ist, aber die Parteien ihn jahrelang praktiziert haben?",48
"Wie kann eine Klausel in einem Geschäftsführervertrag unzulässig sein, wenn sie die Beendigung des Vertrages erschwert?",48
Welche Bedeutung hat die praktizierte Vertragsdauer für die Beurteilung der Wirksamkeit eines Geschäftsführervertrages?,48
"Welche Partei ist in diesem Fall als Beklagte behandelt worden, obwohl sie nicht passiv legitimiert war?",104
"Welche Anforderungen müssen an die Bezeichnung der Beklagten in einer Klageschrift gestellt werden, um Missverständnisse zu vermeiden?",9
"Unter welchen Umständen kann ein Parteiwechsel nach § 44 Abs. 1 WEG nachgeholt werden, wenn die Fristen des § 46 Abs. 1 Satz 2 WEG wahrt werden müssen?",14
"Welche Rolle spielt die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift, insbesondere wenn die Mitteilung ohne weiteres möglich ist?",12
"Welche Konsequenzen hat es, wenn die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift fehlt und die Mitteilung ohne weiteres möglich war?",12
"Wer ist verpflichtet, die ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift anzugeben, wenn diese ohne weiteres bekannt sind?",12
"Welche Rechtsfolgen treten ein, wenn eine Partei die falsche Beklagte in einer Klageschrift benennt und dies erst im Laufe des Verfahrens korrigiert wird?",99
"Welche Bedeutung hat die Benennung der Mitglieder der Wohnungseigentümergemeinschaft in einer Klageschrift, die gegen den teilrechtsfähigen Verband gerichtet ist?",12
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vergleich über die Honorarforderung eines Architekten wirksam ist, obwohl er nach Beendigung der Architektentätigkeit abgeschlossen wurde?",57
"Wer kann nach § 4 HOAI ein Honorar beanspruchen, das nach Mindestsätzen berechnet ist?",167
"Welche Rolle spielt das zeitliche Merkmal des Vergleichsschlusses ""nach"" Beendigung der Architektentätigkeit in Bezug auf den Geltungsbereich des § 4 HOAI?",51
Was ist das Ziel der Vergütungsvereinbarung in einem Vergleich über die Honorarforderung eines Architekten?,57
Welche Bedeutung hat das Erfordernis der Prüffähigkeit und Eignung in einem Vergleich über die Honorarforderung eines Architekten?,57
"Wer ist verpflichtet, die Bodenplatte zu berechnen, wenn die Tragwerksplanung nicht fertiggestellt ist, wie im vorliegenden Fall?",141
"Welche Rechtsgrundlage gilt für die Auslegung eines Vergleichs über die Honorarforderung eines Architekten, wenn die Auslegung des Berufungsgerichts in sich widersprüchlich ist?",57
"Was ist Gegenstand der Vergütung in einem Vergleich über die Honorarforderung eines Architekten, wenn die Parteien die Vergütung für die bereits eingereichten statischen Berechnungen vereinbaren?",57
"Welche Voraussetzungen müssen erfüllt sein, damit die erbrachten Planungsleistungen eines Architekten in einem Vergleich als geeignet für den Standsicherheitsnachweis gelten können?",57
"Welche Rechtsfolge tritt ein, wenn die Parteien sich wirksam und abschließend über den Honoraranspruch eines Architekten geeinigt haben?",57
"Welche Voraussetzungen müssen erfüllt sein, damit eine Geschäftsführung ohne Auftrag nach §§ 677, 683 Satz 1, § 670 BGB vorliegt?",39
Wer kann als berechtigter Geschäftsführer im Sinne von § 677 BGB gelten?,39
Welche Rolle spielt der Rechtsbindungswille bei der Abgrenzung zwischen einem Auftrags- und einem Gefälligkeitsverhältnis?,164
Wie ist zwischen der Geschäftsführung ohne Auftrag nach §§ 677 ff BGB und der (außerrechtlichen) Gefälligkeit ohne Auftrag zu unterscheiden?,39
Welche Bedeutung hat der Charakter einer Tätigkeit als Gefälligkeit für die Frage des Aufwendungsersatzanspruchs?,3
Welche Abgrenzungskriterien sind bei der Unterscheidung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag relevant?,164
"Welche Rechte hat ein berechtigter Geschäftsführer im Falle von Schäden, die er bei der Ausführung des Auftrags erleidet?",48
Welche Pflichten hat ein Sportverein im Hinblick auf den Transport von minderjährigen Vereinsmitgliedern zu Auswärtsspielen?,115
Welche Bedeutung hat die Art der Tätigkeit und ihr Grund und Zweck bei der Abgrenzung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag?,164
"Welche Rechte hat ein Vereinsmitglied, das von einem anderen Vereinsmitglied um eine Gefälligkeit gebeten wird, wie den Transport eines minderjährigen Vereinsmitglieds zu einem Auswärtsspiel?",115
Welche Rechtsgrundlage gilt für die Berechnung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache nach Beendigung des Mietverhältnisses?,12
Welche Gegebenheiten müssen bei der Bestimmung der ortsüblichen Miete für eine Mietsache berücksichtigt werden?,12
"Unter welchen Umständen kann der Vermieter die für vergleichbare Sachen ortsübliche Miete verlangen, wenn der Mieter die Mietsache nicht rechtzeitig zurückgibt?",12
"Wer ist verpflichtet, die ortsübliche Miete zu zahlen, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",12
"Welche Rolle spielt die Absicht des Vermieters, die Mietsache nach ihrer Rückgabe erneut zu vermieten oder selbst zu nutzen, bei der Berechnung der Nutzungsentschädigung?",12
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",12
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde?",12
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will?",12
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde und nicht mehr dem Markt zur Verfügung steht?",12
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will, sondern sie selbst nutzen will?",12
"Welche Voraussetzungen müssen erfüllt sein, damit eine Sonderumlage in der Wohnungseigentümergemeinschaft beschlossen werden kann?",83
"Wer ist verpflichtet, die ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft sicherzustellen?",83
"Wie muss der Gegenstand einer Beschlussfassung in der Einladung bezeichnet sein, um den Wohnungseigentümern einen ausreichenden Schutz vor überraschenden Beschlüssen zu bieten?",218
"Wann ist es erforderlich, den Wohnungseigentümern eine Unterlage zur Verfügung zu stellen, um ihnen eine inhaltliche Befassung mit dem Beschlussgegenstand zu ermöglichen?",218
Warum ist eine ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft wichtig?,83
Wie ist eine Sonderumlage im Vergleich zu einem Wirtschaftsplan zu bewerten?,187
"Wer ist berechtigt, an der Beschlussfassung über eine Sonderumlage teilzunehmen?",68
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft bei der Beschlussfassung über eine Sonderumlage mitstimmen durfte oder nicht?",218
Welche Gründe können eine Beschlussfassung über eine Sonderumlage unwirksam machen?,68
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft unangemessene Vorteile aus einer Beschlussfassung gezogen hat?",218
"Welche Voraussetzungen müssen erfüllt sein, damit eine Äußerung in einem satirischen Kontext nicht unter den Schutz der Satirefreiheit fällt?",84
"Wer ist verpflichtet, den objektiven Sinngehalt einer Äußerung zu ermitteln, um ihre rechtliche Würdigung vorzunehmen?",49
"Wie kann eine Äußerung in einem satirischen Beitrag richtig gedeutet werden, um ihren eigentlichen Aussagegehalt zu verstehen?",84
Welche Rolle spielt der Kontext einer Äußerung bei der Interpretation ihres Aussagegehalts?,174
"Welche Rechtsgrundlage gilt für die Zurechnung von Äußerungen in einem Dialog, wenn der Kontext und die satirische Einkleidung nicht hinreichend berücksichtigt werden?",84
"Wer ist verpflichtet, eine unrichtige Information zu korrigieren, die in einem satirischen Kontext erfolgt ist?",84
"Wie kann eine unrichtige Information, die der verfassungsrechtlich vorausgesetzten Möglichkeit zutreffender Meinungsbildung nicht dient, unter dem Gesichtspunkt der Satirefreiheit geschützt werden?",84
"Welche Bedingungen müssen erfüllt sein, damit eine Äußerung unter dem Gesichtspunkt der Satirefreiheit besonderen Schutz genießt?",84
"Welche Rechtsfolgen treten ein, wenn eine Äußerung in einem satirischen Kontext erfolgt, aber der Rezipient die satirische Überzeichnung nicht erkennt?",84
Welche Rolle spielt das Verständnis eines unvoreingenommenen und verständigen Publikums bei der Interpretation des Aussagegehalts einer Äußerung?,174
Welche Rechtsgrundlage gilt für die Kürzung des Vergütungsanspruchs bei Vorliegen von Mängeln in einem Werkvertrag?,7
Unter welchen Bedingungen ist der Unternehmer von seiner Pflicht zur Vertragserfüllung frei?,24
"Wer trägt das Risiko für Mängel in einem Werkvertrag, wenn der Besteller keine Einreden geltend macht?",31
Wie ist der Minderwert einer mangelhaften Leistung in einem Werkvertrag zu berechnen?,7
"Welche Rolle spielt die Nachfristsetzung nach § 648 a Abs. 5 Satz 1, § 643 Abs. 1 BGB für den Vergütungsanspruch des Unternehmers?",7
"Welche Rechtsvorschriften sind auf das Schuldverhältnis anwendbar, wenn die Leistung vor dem 1. Januar 2002 erbracht wurde?",67
"Wer ist verpflichtet, den Vertrauensschaden nach § 648 a Abs. 5 Satz 2 BGB zu ersetzen, wenn der Unternehmer seine Pflichten nicht erfüllt?",78
"Welche Rechtsfolge tritt ein, wenn der Unternehmer seine Pflichten nicht erfüllt und der Besteller keine Einreden geltend macht?",24
"Welche Voraussetzungen müssen erfüllt sein, damit ein Bieter einen Schadensersatzanspruch wegen Verletzung der Vergaberechtskonformität geltend machen kann?",9
Welche Rolle spielt das Vertrauen des Bieters bei der Geltendmachung eines Schadensersatzanspruchs aufgrund von Vergaberechtsverstößen?,9
"Welche Pflichten hat ein öffentlicher Auftraggeber bei der Beschaffung von Waren, Bau- und Dienstleistungen im Wettbewerb?",81
Unter welchen Bedingungen kann ein übergangener Bieter Schadensersatz wegen Verletzung seiner Interessen durch den öffentlichen Auftraggeber beanspruchen?,9
Welche Bedeutung hat die Marktposition eines öffentlichen Auftraggebers für die Anwendbarkeit des Kartellrechts?,30
Welche Rechtsfolgen hat die Verwendung einer vergaberechtswidrigen Klausel durch einen öffentlichen Auftraggeber?,9
"Welche Rechte hat ein Bieter, wenn er der Ansicht ist, dass ein öffentlicher Auftraggeber seine Rücksichtnahmepflichten verletzt hat?",9
"Welche Voraussetzungen müssen erfüllt sein, damit ein Frachtführer zur beförderungssicheren Verladung des Gutes verpflichtet ist, obwohl § 412 Abs. 1 Satz 1 HGB dies nicht vorsieht?",176
"Welche Rolle spielt der Einsatz von speziellen Verladevorrichtungen, wie einer Hebebühne, bei der Entscheidung, wer für die Verladung des Transportgutes verantwortlich ist?",158
"Wer ist verpflichtet, den Nachweis zu erbringen, dass eine bestimmte Verlademethode zwischen den Parteien vereinbart wurde?",104
Wie kann eine Verpflichtung des Frachtführers zur Verladung des Transportgutes auch ohne ausdrückliche Vereinbarung entstehen?,1
Welche Bedeutung hat die Praxis der Parteien bei der Auslegung von Verträgen und der Bestimmung der Verpflichtungen der Vertragsparteien?,1
"Welche Auswirkungen hat es, wenn eine Partei in einem Vertrag nicht die ihr obliegenden Verpflichtungen erfüllt?",104
"Welche Rechtsfolgen treten ein, wenn eine Partei ohne berechtigten Grund ihre vertraglichen Verpflichtungen nicht erfüllt?",104
Welche Bedeutung hat die Art der zu befördernden Güter bei der Bestimmung der Verpflichtungen der Vertragsparteien im Rahmen eines Frachtvertrags?,1
Wie kann eine Partei ihre Verpflichtungen im Rahmen eines Vertrages nachweisen?,1
Welche Rolle spielt die Kommunikation und das Einvernehmen zwischen den Vertragsparteien bei der Bestimmung der Verpflichtungen im Rahmen eines Vertrages?,1
"Welche Bedingungen müssen erfüllt sein, damit ein Makler eine Courtage für die Vermittlung einer Wohnung verlangen kann?",12
"Wer ist verpflichtet, eine Courtage zu zahlen, wenn ein Makler lediglich einen Kontakt zu einer Wohnung herstellt, ohne weitere Vermittlungstätigkeit?",64
Welche Rolle spielt die unmittelbare Anwesenheit des Maklers beim Vertragsabschluss für den Courtageanspruch?,9
Welche Rechtsgrundlage gilt für die Courtagepflicht des Auftraggebers im Rahmen eines Maklervertrages?,9
"Wie kann ein Makler seine Courtagepflicht geltend machen, wenn er nicht beim Vertragsabschluss anwesend ist?",9
"Welche Rechte hat ein Makler, wenn er Kontakte zu Wohnungsunternehmen und Wohnungseigentümern herstellt, aber der Auftraggeber den Mietvertrag alleine abschließt?",12
"Welche Voraussetzungen müssen erfüllt sein, damit eine Unterbeteiligung an einer Innengesellschaft als Schenkung gilt?",154
"Wer ist verpflichtet, den Hauptbeteiligten in einer Innengesellschaft zu unterrichten und anzuhören, bevor er bestimmte Handlungen vornimmt?",193
Wie wird eine Schenkung einer Unterbeteiligung an einer Innengesellschaft vollzogen?,154
"Welche Rechte hat ein Unterbeteiligter an einer Innengesellschaft, wenn ihm mitgliedschaftliche Rechte eingeräumt werden?",154
Warum ist die Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen?,154
Welche Rechtsgrundlage gilt für die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO?,105
Wer kann die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO beantragen?,105
Welche Rolle spielt die notarielle Beurkundung bei der Schenkung einer Unterbeteiligung an einer Innengesellschaft?,154
"Welche Rechtsfolge tritt ein, wenn eine Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen wird?",154
