Question,ClusterLabel,MergedCluster
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vertragspartner den anderen zur Annahme und Verwertung von Abfällen verpflichten kann?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann ein bereits in Vollzug gesetztes Dauerschuldverhältnis gekündigt werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den Schaden zu ersetzen, der durch die Nichterfüllung einer Leistungspflicht entstanden ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Mitverschulden bei der Schadensersatzverpflichtung?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Verpflichtung zur Schadensersatzleistung, wenn die Erfüllung der Leistungspflicht unmöglich geworden ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wie kann ein Schaden abstrakt berechnet werden, wenn die konkrete Berechnung fraglich ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Möglichkeit einer abstrakten Schadensberechnung für die Wahrscheinlichkeit eines erstattungsfähigen Schadens?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Anforderungen müssen erfüllt sein, damit ein Zwischenurteil über den Grund ergehen kann?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedeutung hat die Möglichkeit, dass der Klägerin gar nicht in der Lage war, Abfall von ihren Kunden abzunehmen, für die abstrakte Schadensberechnung?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann das Berufungsgericht im Falle der Zurückverweisung der Sache mit den im Revisionsverfahren vorgebrachten Einwendungen umgehen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit Genussscheininhaber im Falle eines Beherrschungs- und Gewinnabführungsvertrages einen Ausgleichsanspruch geltend machen können?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den Ausgleichsanspruch nach § 304 AktG zu zahlen, wenn ein Beherrschungs- und Gewinnabführungsvertrag besteht?","erfüllt, müssen, rolle, spielt, wer",0
Wie ist im Falle eines Beherrschungs- und Gewinnabführungsvertrages zwischen der I. und der Beklagten die Anpassung der Genussscheinbedingungen an die veränderte Rechtslage vorzunehmen?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Prognose hinsichtlich der wirtschaftlichen Entwicklung der Beklagten bei der Bedienung der Genussscheine bis zum Ende des Beherrschungs- und Gewinnabführungsvertrages?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Anpassung der Genussscheinbedingungen nach § 313 BGB im Falle eines Beherrschungs- und Gewinnabführungsvertrages?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechte hat die Beklagte im Falle einer positiven Ertragsprognose zum Zeitpunkt der Verschmelzung?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist schutzbedürftiger, die Genussscheininhaber oder die Beklagte, und warum?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn die Beklagte nicht schlüssig dargelegt hat, dass negative Entwicklungen schon zum Zeitpunkt der Verschmelzung angelegt gewesen seien?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Garantieanspruch wegen eines Motorschadens geltend gemacht werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Kosten für die Reparatur eines Garantiefalls zu tragen?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann eine Garantie wegen Verletzung der Wartungspflicht unwirksam sein?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie wird entschieden, ob eine Klausel in Allgemeinen Geschäftsbedingungen der Inhaltskontrolle nach §§ 307 ff. BGB unterliegt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Entgeltlichkeit einer Garantie bei der Beurteilung einer Wartungsklausel?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Unwirksamkeit einer Klausel in Allgemeinen Geschäftsbedingungen, die den Kunden unangemessen benachteiligt?","erfüllt, müssen, rolle, spielt, wer",0
"Wie wird entschieden, ob eine Klausel in einem Vertrag eine wirksame vertragliche Regelung darstellt oder dispositives Gesetzesrecht zur Anwendung kommt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer trägt das Risiko für Schäden, die durch die Verletzung der Wartungspflicht entstehen, wenn die Garantie unwirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn eine Klausel in Allgemeinen Geschäftsbedingungen unwirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wie wird entschieden, ob eine Vertragsauslegung durch das Berufungsgericht rechtmäßig ist?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Voraussetzungen ist eine Widerwiderklage unzulässig?,"erfüllt, müssen, rolle, spielt, wer",0
Was ist ein Streitgegenstand in Bezug auf die materielle Rechtskraft?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, eine gerichtliche Entscheidung zu beachten, und welche Konsequenzen hat das Nichtbeachten?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Modernisierungsverlangen bei der Beurteilung eines Duldungsanspruchs?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie kann ein neuer Streitgegenstand entstehen, und wann ist das nicht der Fall?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn eine gerichtliche Entscheidung nicht beachtet wird?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Fortentwicklung der Technik für die Beibehaltung eines vertraglich vorgegebenen Zustands?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Prüfungsantrag zulässig ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Maßnahmen gelten als Dienstaufsichtsmaßnahmen im Sinne des § 26 Abs. 3 DRiG?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist befugt, auf dienstliche Erklärungen eines Richters zuzugreifen?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Umständen kann die Beschaffung und Einsichtnahme in dienstliche Erklärungen als Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen angesehen werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie kann die Einsichtnahme in dienstliche Erklärungen geeignet sein, sich auf die künftige Tätigkeit eines Richters auszuwirken?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen bei der Vorbereitung von Vorhaltungen oder der Veranlassung zur Aufgabe von Rechtsansichten?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Maßnahmen können als Vorbereitungsmaßnahmen für künftige beeinträchtigende Maßnahmen der Dienstaufsicht im Sinne des § 26 Abs. 3 DRiG angesehen werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Richter, wenn er der Meinung ist, dass die Einsichtnahme in seine dienstlichen Erklärungen eine Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen darstellt?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen zu dem Gefühl einer heimlichen Überwachung durch den Präsidenten des Bundesgerichtshofs führen und damit zu einer Einflussnahme auf die Rechtsprechung?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Zurückweisung eines Antrages als unzulässig?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Abtretungsklausel wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Transparenz einer Abtretungsklausel sicherzustellen?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine unklare Abtretungsklausel zur Unwirksamkeit der gesamten Klausel führen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat der Geschädigte gegenüber dem Sachverständigen, wenn dieser seinen vertraglichen Honoraranspruch geltend macht?","erfüllt, müssen, rolle, spielt, wer",0
"Was geschieht mit der abgetretenen Schadensersatzforderung, wenn der Sachverständige seinen vertraglichen Honoraranspruch gegen die Geschädigte geltend macht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn eine Abtretungsklausel unwirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Verständlichkeit einer Abtretungsklausel für ihre Wirksamkeit?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann ein Werklohnanspruch durch die Aufrechnung mit Mehraufwendungen erlöschen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, dem Auftragnehmer nach einer Kündigung eine Aufstellung über die entstandenen Mehrkosten zuzusenden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat der Auftragnehmer, wenn ihm die Aufstellung über die entstandenen Mehrkosten nicht zugesendet wird?","erfüllt, müssen, rolle, spielt, wer",0
"Wie muss die Aufstellung über die entstandenen Mehrkosten erstellt werden, damit sie dem Auftragnehmer eine sachgerechte Prüfung ermöglicht?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Rechnungslegung im Rahmen einer Stufenklage?,"erfüllt, müssen, rolle, spielt, wer",0
"Warum kann die Stufenklage unzulässig sein, obwohl die Rechnungslegung dem Kläger Informationen über seine Rechtsverfolgung verschaffen soll?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Verpflichtung des Auftraggebers, dem Auftragnehmer eine Aufstellung über die entstandenen Mehrkosten zuzusenden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit Gesellschafter einer GmbH verpflichtet sind, keine höheren Geschäftsführervergütungen zu vereinnahmen als in einem Gesellschafterbeschluss festgelegt?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann eine Änderung der Geschäftsführerverträge bezüglich der Gründungsgesellschafter einer GmbH erfolgen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist berechtigt, einen Mitgesellschafter im Interesse der Gesellschaft in Anspruch zu nehmen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Regelung in § 5 Abs. 4 des Gesellschaftsvertrages im Vergleich zu § 8 Abs. 3?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn Gesellschafter einer GmbH gegen die gesellschaftliche Treuepflicht verstoßen?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist der Streitwert in einem Verfahren zu berechnen, in dem es um die Unterlassung von Geschäftsführervergütungen geht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Gesellschafter einer GmbH, wenn er sich nicht auf eine neue Vergütungshöhe einigen kann?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Mietvertrag über den vereinbarten Endzeitpunkt hinaus fortbesteht?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Ausübung des Optionsrechts der Mieterin für die Anwendung der Verlängerungsklausel im Mietvertrag?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist die Verlängerungsklausel im Mietvertrag auszulegen, wenn der Wortlaut mehrere Auslegungsmöglichkeiten zulässt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, eine Entscheidung zu treffen, ob er eine automatische Verlängerung des Mietvertrages verhindern will, und wie lange vor Ablauf der regulären Mietzeit muss diese Entscheidung getroffen werden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat die Mieterin, wenn sie sich zunächst gegen die Verlängerung des Mietvertrages ausspricht, aber später ihr Optionsrecht ausüben will?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann die Mieterin dem Einwand widersprüchlichen Verhaltens bei Ablehnung der Verlängerung nach § 3 Abs. 3 vorbeugen?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Auswirkungen hat die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit auf die Optionsmöglichkeit der Mieterin?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Gründe sprechen dafür, dass die Verlängerungsklausel eigenständig ist und nicht als Unterfall des Optionsrechts geregelt ist?","erfüllt, müssen, rolle, spielt, wer",0
Wie beeinflusst die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit den Entscheidungsdruck für die Mieterin?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist befugt, einen Geschäftsführeranstellungsvertrag für eine GmbH abzuschließen?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführervertrag wirksam ist?","erfüllt, müssen, rolle, spielt, wer",0
Wie kann ein unwirksamer Geschäftsführervertrag für die Zukunft behandelt werden?,"erfüllt, müssen, rolle, spielt, wer",0
Wann kann eine Abfindungsklausel in einem Geschäftsführervertrag unwirksam sein?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Geschäftsführer, wenn der Vertrag unwirksam ist, aber er bereits als Geschäftsführer tätig war?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt die Kenntnis aller Gesellschafter von einem Geschäftsführervertrag für dessen Wirksamkeit?,"erfüllt, müssen, rolle, spielt, wer",0
Wie kann eine Gesellschafterversammlung die Wirksamkeit eines Geschäftsführervertrages bestätigen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolgen hat es, wenn ein Geschäftsführervertrag unwirksam ist, aber die Parteien ihn jahrelang praktiziert haben?","erfüllt, müssen, rolle, spielt, wer",0
"Wie kann eine Klausel in einem Geschäftsführervertrag unzulässig sein, wenn sie die Beendigung des Vertrages erschwert?","erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die praktizierte Vertragsdauer für die Beurteilung der Wirksamkeit eines Geschäftsführervertrages?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Partei ist in diesem Fall als Beklagte behandelt worden, obwohl sie nicht passiv legitimiert war?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Anforderungen müssen an die Bezeichnung der Beklagten in einer Klageschrift gestellt werden, um Missverständnisse zu vermeiden?","erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Umständen kann ein Parteiwechsel nach § 44 Abs. 1 WEG nachgeholt werden, wenn die Fristen des § 46 Abs. 1 Satz 2 WEG wahrt werden müssen?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift, insbesondere wenn die Mitteilung ohne weiteres möglich ist?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Konsequenzen hat es, wenn die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift fehlt und die Mitteilung ohne weiteres möglich war?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift anzugeben, wenn diese ohne weiteres bekannt sind?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolgen treten ein, wenn eine Partei die falsche Beklagte in einer Klageschrift benennt und dies erst im Laufe des Verfahrens korrigiert wird?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedeutung hat die Benennung der Mitglieder der Wohnungseigentümergemeinschaft in einer Klageschrift, die gegen den teilrechtsfähigen Verband gerichtet ist?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vergleich über die Honorarforderung eines Architekten wirksam ist, obwohl er nach Beendigung der Architektentätigkeit abgeschlossen wurde?","erfüllt, müssen, rolle, spielt, wer",0
"Wer kann nach § 4 HOAI ein Honorar beanspruchen, das nach Mindestsätzen berechnet ist?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt das zeitliche Merkmal des Vergleichsschlusses ""nach"" Beendigung der Architektentätigkeit in Bezug auf den Geltungsbereich des § 4 HOAI?","erfüllt, müssen, rolle, spielt, wer",0
Was ist das Ziel der Vergütungsvereinbarung in einem Vergleich über die Honorarforderung eines Architekten?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat das Erfordernis der Prüffähigkeit und Eignung in einem Vergleich über die Honorarforderung eines Architekten?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die Bodenplatte zu berechnen, wenn die Tragwerksplanung nicht fertiggestellt ist, wie im vorliegenden Fall?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Auslegung eines Vergleichs über die Honorarforderung eines Architekten, wenn die Auslegung des Berufungsgerichts in sich widersprüchlich ist?","erfüllt, müssen, rolle, spielt, wer",0
"Was ist Gegenstand der Vergütung in einem Vergleich über die Honorarforderung eines Architekten, wenn die Parteien die Vergütung für die bereits eingereichten statischen Berechnungen vereinbaren?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit die erbrachten Planungsleistungen eines Architekten in einem Vergleich als geeignet für den Standsicherheitsnachweis gelten können?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn die Parteien sich wirksam und abschließend über den Honoraranspruch eines Architekten geeinigt haben?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Geschäftsführung ohne Auftrag nach §§ 677, 683 Satz 1, § 670 BGB vorliegt?","erfüllt, müssen, rolle, spielt, wer",0
Wer kann als berechtigter Geschäftsführer im Sinne von § 677 BGB gelten?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt der Rechtsbindungswille bei der Abgrenzung zwischen einem Auftrags- und einem Gefälligkeitsverhältnis?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist zwischen der Geschäftsführung ohne Auftrag nach §§ 677 ff BGB und der (außerrechtlichen) Gefälligkeit ohne Auftrag zu unterscheiden?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat der Charakter einer Tätigkeit als Gefälligkeit für die Frage des Aufwendungsersatzanspruchs?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Abgrenzungskriterien sind bei der Unterscheidung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag relevant?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein berechtigter Geschäftsführer im Falle von Schäden, die er bei der Ausführung des Auftrags erleidet?","erfüllt, müssen, rolle, spielt, wer",0
Welche Pflichten hat ein Sportverein im Hinblick auf den Transport von minderjährigen Vereinsmitgliedern zu Auswärtsspielen?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Art der Tätigkeit und ihr Grund und Zweck bei der Abgrenzung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Vereinsmitglied, das von einem anderen Vereinsmitglied um eine Gefälligkeit gebeten wird, wie den Transport eines minderjährigen Vereinsmitglieds zu einem Auswärtsspiel?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Berechnung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache nach Beendigung des Mietverhältnisses?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Gegebenheiten müssen bei der Bestimmung der ortsüblichen Miete für eine Mietsache berücksichtigt werden?,"erfüllt, müssen, rolle, spielt, wer",0
"Unter welchen Umständen kann der Vermieter die für vergleichbare Sachen ortsübliche Miete verlangen, wenn der Mieter die Mietsache nicht rechtzeitig zurückgibt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die ortsübliche Miete zu zahlen, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Absicht des Vermieters, die Mietsache nach ihrer Rückgabe erneut zu vermieten oder selbst zu nutzen, bei der Berechnung der Nutzungsentschädigung?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde und nicht mehr dem Markt zur Verfügung steht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will, sondern sie selbst nutzen will?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Sonderumlage in der Wohnungseigentümergemeinschaft beschlossen werden kann?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, die ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft sicherzustellen?","erfüllt, müssen, rolle, spielt, wer",0
"Wie muss der Gegenstand einer Beschlussfassung in der Einladung bezeichnet sein, um den Wohnungseigentümern einen ausreichenden Schutz vor überraschenden Beschlüssen zu bieten?","erfüllt, müssen, rolle, spielt, wer",0
"Wann ist es erforderlich, den Wohnungseigentümern eine Unterlage zur Verfügung zu stellen, um ihnen eine inhaltliche Befassung mit dem Beschlussgegenstand zu ermöglichen?","erfüllt, müssen, rolle, spielt, wer",0
Warum ist eine ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft wichtig?,"erfüllt, müssen, rolle, spielt, wer",0
Wie ist eine Sonderumlage im Vergleich zu einem Wirtschaftsplan zu bewerten?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer ist berechtigt, an der Beschlussfassung über eine Sonderumlage teilzunehmen?","erfüllt, müssen, rolle, spielt, wer",0
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft bei der Beschlussfassung über eine Sonderumlage mitstimmen durfte oder nicht?","erfüllt, müssen, rolle, spielt, wer",0
Welche Gründe können eine Beschlussfassung über eine Sonderumlage unwirksam machen?,"erfüllt, müssen, rolle, spielt, wer",0
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft unangemessene Vorteile aus einer Beschlussfassung gezogen hat?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit eine Äußerung in einem satirischen Kontext nicht unter den Schutz der Satirefreiheit fällt?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den objektiven Sinngehalt einer Äußerung zu ermitteln, um ihre rechtliche Würdigung vorzunehmen?","erfüllt, müssen, rolle, spielt, wer",0
"Wie kann eine Äußerung in einem satirischen Beitrag richtig gedeutet werden, um ihren eigentlichen Aussagegehalt zu verstehen?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt der Kontext einer Äußerung bei der Interpretation ihres Aussagegehalts?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsgrundlage gilt für die Zurechnung von Äußerungen in einem Dialog, wenn der Kontext und die satirische Einkleidung nicht hinreichend berücksichtigt werden?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, eine unrichtige Information zu korrigieren, die in einem satirischen Kontext erfolgt ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wie kann eine unrichtige Information, die der verfassungsrechtlich vorausgesetzten Möglichkeit zutreffender Meinungsbildung nicht dient, unter dem Gesichtspunkt der Satirefreiheit geschützt werden?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Bedingungen müssen erfüllt sein, damit eine Äußerung unter dem Gesichtspunkt der Satirefreiheit besonderen Schutz genießt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolgen treten ein, wenn eine Äußerung in einem satirischen Kontext erfolgt, aber der Rezipient die satirische Überzeichnung nicht erkennt?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Verständnis eines unvoreingenommenen und verständigen Publikums bei der Interpretation des Aussagegehalts einer Äußerung?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsgrundlage gilt für die Kürzung des Vergütungsanspruchs bei Vorliegen von Mängeln in einem Werkvertrag?,"erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen ist der Unternehmer von seiner Pflicht zur Vertragserfüllung frei?,"erfüllt, müssen, rolle, spielt, wer",0
"Wer trägt das Risiko für Mängel in einem Werkvertrag, wenn der Besteller keine Einreden geltend macht?","erfüllt, müssen, rolle, spielt, wer",0
Wie ist der Minderwert einer mangelhaften Leistung in einem Werkvertrag zu berechnen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt die Nachfristsetzung nach § 648 a Abs. 5 Satz 1, § 643 Abs. 1 BGB für den Vergütungsanspruch des Unternehmers?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsvorschriften sind auf das Schuldverhältnis anwendbar, wenn die Leistung vor dem 1. Januar 2002 erbracht wurde?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den Vertrauensschaden nach § 648 a Abs. 5 Satz 2 BGB zu ersetzen, wenn der Unternehmer seine Pflichten nicht erfüllt?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechtsfolge tritt ein, wenn der Unternehmer seine Pflichten nicht erfüllt und der Besteller keine Einreden geltend macht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Bieter einen Schadensersatzanspruch wegen Verletzung der Vergaberechtskonformität geltend machen kann?","erfüllt, müssen, rolle, spielt, wer",0
Welche Rolle spielt das Vertrauen des Bieters bei der Geltendmachung eines Schadensersatzanspruchs aufgrund von Vergaberechtsverstößen?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Pflichten hat ein öffentlicher Auftraggeber bei der Beschaffung von Waren, Bau- und Dienstleistungen im Wettbewerb?","erfüllt, müssen, rolle, spielt, wer",0
Unter welchen Bedingungen kann ein übergangener Bieter Schadensersatz wegen Verletzung seiner Interessen durch den öffentlichen Auftraggeber beanspruchen?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Bedeutung hat die Marktposition eines öffentlichen Auftraggebers für die Anwendbarkeit des Kartellrechts?,"erfüllt, müssen, rolle, spielt, wer",0
Welche Rechtsfolgen hat die Verwendung einer vergaberechtswidrigen Klausel durch einen öffentlichen Auftraggeber?,"erfüllt, müssen, rolle, spielt, wer",0
"Welche Rechte hat ein Bieter, wenn er der Ansicht ist, dass ein öffentlicher Auftraggeber seine Rücksichtnahmepflichten verletzt hat?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Voraussetzungen müssen erfüllt sein, damit ein Frachtführer zur beförderungssicheren Verladung des Gutes verpflichtet ist, obwohl § 412 Abs. 1 Satz 1 HGB dies nicht vorsieht?","erfüllt, müssen, rolle, spielt, wer",0
"Welche Rolle spielt der Einsatz von speziellen Verladevorrichtungen, wie einer Hebebühne, bei der Entscheidung, wer für die Verladung des Transportgutes verantwortlich ist?","erfüllt, müssen, rolle, spielt, wer",0
"Wer ist verpflichtet, den Nachweis zu erbringen, dass eine bestimmte Verlademethode zwischen den Parteien vereinbart wurde?","erfüllt, müssen, rolle, spielt, wer",0
