question,cluster
"Wie ist der Streitwert in einem Verfahren zu berechnen, in dem es um die Unterlassung von Geschäftsführervergütungen geht?",9
"Welche Rechte hat ein Gesellschafter einer GmbH, wenn er sich nicht auf eine neue Vergütungshöhe einigen kann?",10
"Welche Voraussetzungen müssen erfüllt sein, damit ein Mietvertrag über den vereinbarten Endzeitpunkt hinaus fortbesteht?",24
Welche Rolle spielt die Ausübung des Optionsrechts der Mieterin für die Anwendung der Verlängerungsklausel im Mietvertrag?,7
"Wie ist die Verlängerungsklausel im Mietvertrag auszulegen, wenn der Wortlaut mehrere Auslegungsmöglichkeiten zulässt?",97
"Wer ist verpflichtet, eine Entscheidung zu treffen, ob er eine automatische Verlängerung des Mietvertrages verhindern will, und wie lange vor Ablauf der regulären Mietzeit muss diese Entscheidung getroffen werden?",82
"Welche Rechte hat die Mieterin, wenn sie sich zunächst gegen die Verlängerung des Mietvertrages ausspricht, aber später ihr Optionsrecht ausüben will?",10
Wie kann die Mieterin dem Einwand widersprüchlichen Verhaltens bei Ablehnung der Verlängerung nach § 3 Abs. 3 vorbeugen?,38
Welche Auswirkungen hat die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit auf die Optionsmöglichkeit der Mieterin?,7
"Welche Gründe sprechen dafür, dass die Verlängerungsklausel eigenständig ist und nicht als Unterfall des Optionsrechts geregelt ist?",97
Wie beeinflusst die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit den Entscheidungsdruck für die Mieterin?,7
"Wer ist befugt, einen Geschäftsführeranstellungsvertrag für eine GmbH abzuschließen?",69
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführervertrag wirksam ist?",24
Wie kann ein unwirksamer Geschäftsführervertrag für die Zukunft behandelt werden?,25
Wann kann eine Abfindungsklausel in einem Geschäftsführervertrag unwirksam sein?,7
"Welche Rechte hat ein Geschäftsführer, wenn der Vertrag unwirksam ist, aber er bereits als Geschäftsführer tätig war?",10
Welche Rolle spielt die Kenntnis aller Gesellschafter von einem Geschäftsführervertrag für dessen Wirksamkeit?,12
Wie kann eine Gesellschafterversammlung die Wirksamkeit eines Geschäftsführervertrages bestätigen?,25
"Welche Rechtsfolgen hat es, wenn ein Geschäftsführervertrag unwirksam ist, aber die Parteien ihn jahrelang praktiziert haben?",104
"Wie kann eine Klausel in einem Geschäftsführervertrag unzulässig sein, wenn sie die Beendigung des Vertrages erschwert?",97
Welche Bedeutung hat die praktizierte Vertragsdauer für die Beurteilung der Wirksamkeit eines Geschäftsführervertrages?,12
"Welche Partei ist in diesem Fall als Beklagte behandelt worden, obwohl sie nicht passiv legitimiert war?",98
"Welche Anforderungen müssen an die Bezeichnung der Beklagten in einer Klageschrift gestellt werden, um Missverständnisse zu vermeiden?",24
"Unter welchen Umständen kann ein Parteiwechsel nach § 44 Abs. 1 WEG nachgeholt werden, wenn die Fristen des § 46 Abs. 1 Satz 2 WEG wahrt werden müssen?",74
"Welche Rolle spielt die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift, insbesondere wenn die Mitteilung ohne weiteres möglich ist?",180
"Welche Konsequenzen hat es, wenn die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift fehlt und die Mitteilung ohne weiteres möglich war?",180
"Wer ist verpflichtet, die ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift anzugeben, wenn diese ohne weiteres bekannt sind?",180
"Welche Rechtsfolgen treten ein, wenn eine Partei die falsche Beklagte in einer Klageschrift benennt und dies erst im Laufe des Verfahrens korrigiert wird?",11
"Welche Bedeutung hat die Benennung der Mitglieder der Wohnungseigentümergemeinschaft in einer Klageschrift, die gegen den teilrechtsfähigen Verband gerichtet ist?",180
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vergleich über die Honorarforderung eines Architekten wirksam ist, obwohl er nach Beendigung der Architektentätigkeit abgeschlossen wurde?",24
"Wer kann nach § 4 HOAI ein Honorar beanspruchen, das nach Mindestsätzen berechnet ist?",46
"Welche Rolle spielt das zeitliche Merkmal des Vergleichsschlusses ""nach"" Beendigung der Architektentätigkeit in Bezug auf den Geltungsbereich des § 4 HOAI?",176
Was ist das Ziel der Vergütungsvereinbarung in einem Vergleich über die Honorarforderung eines Architekten?,12
Welche Bedeutung hat das Erfordernis der Prüffähigkeit und Eignung in einem Vergleich über die Honorarforderung eines Architekten?,108
"Wer ist verpflichtet, die Bodenplatte zu berechnen, wenn die Tragwerksplanung nicht fertiggestellt ist, wie im vorliegenden Fall?",20
"Welche Rechtsgrundlage gilt für die Auslegung eines Vergleichs über die Honorarforderung eines Architekten, wenn die Auslegung des Berufungsgerichts in sich widersprüchlich ist?",9
"Was ist Gegenstand der Vergütung in einem Vergleich über die Honorarforderung eines Architekten, wenn die Parteien die Vergütung für die bereits eingereichten statischen Berechnungen vereinbaren?",9
"Welche Voraussetzungen müssen erfüllt sein, damit die erbrachten Planungsleistungen eines Architekten in einem Vergleich als geeignet für den Standsicherheitsnachweis gelten können?",53
"Welche Rechtsfolge tritt ein, wenn die Parteien sich wirksam und abschließend über den Honoraranspruch eines Architekten geeinigt haben?",104
"Welche Voraussetzungen müssen erfüllt sein, damit eine Geschäftsführung ohne Auftrag nach §§ 677, 683 Satz 1, § 670 BGB vorliegt?",46
Wer kann als berechtigter Geschäftsführer im Sinne von § 677 BGB gelten?,51
Welche Rolle spielt der Rechtsbindungswille bei der Abgrenzung zwischen einem Auftrags- und einem Gefälligkeitsverhältnis?,86
Wie ist zwischen der Geschäftsführung ohne Auftrag nach §§ 677 ff BGB und der (außerrechtlichen) Gefälligkeit ohne Auftrag zu unterscheiden?,217
Welche Bedeutung hat der Charakter einer Tätigkeit als Gefälligkeit für die Frage des Aufwendungsersatzanspruchs?,108
Welche Abgrenzungskriterien sind bei der Unterscheidung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag relevant?,86
"Welche Rechte hat ein berechtigter Geschäftsführer im Falle von Schäden, die er bei der Ausführung des Auftrags erleidet?",0
Welche Pflichten hat ein Sportverein im Hinblick auf den Transport von minderjährigen Vereinsmitgliedern zu Auswärtsspielen?,134
Welche Bedeutung hat die Art der Tätigkeit und ihr Grund und Zweck bei der Abgrenzung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag?,86
"Welche Rechte hat ein Vereinsmitglied, das von einem anderen Vereinsmitglied um eine Gefälligkeit gebeten wird, wie den Transport eines minderjährigen Vereinsmitglieds zu einem Auswärtsspiel?",123
Welche Rechtsgrundlage gilt für die Berechnung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache nach Beendigung des Mietverhältnisses?,17
Welche Gegebenheiten müssen bei der Bestimmung der ortsüblichen Miete für eine Mietsache berücksichtigt werden?,79
"Unter welchen Umständen kann der Vermieter die für vergleichbare Sachen ortsübliche Miete verlangen, wenn der Mieter die Mietsache nicht rechtzeitig zurückgibt?",10
"Wer ist verpflichtet, die ortsübliche Miete zu zahlen, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",10
"Welche Rolle spielt die Absicht des Vermieters, die Mietsache nach ihrer Rückgabe erneut zu vermieten oder selbst zu nutzen, bei der Berechnung der Nutzungsentschädigung?",10
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",10
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde?",10
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will?",10
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde und nicht mehr dem Markt zur Verfügung steht?",10
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will, sondern sie selbst nutzen will?",10
"Welche Voraussetzungen müssen erfüllt sein, damit eine Sonderumlage in der Wohnungseigentümergemeinschaft beschlossen werden kann?",24
"Wer ist verpflichtet, die ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft sicherzustellen?",40
"Wie muss der Gegenstand einer Beschlussfassung in der Einladung bezeichnet sein, um den Wohnungseigentümern einen ausreichenden Schutz vor überraschenden Beschlüssen zu bieten?",53
"Wann ist es erforderlich, den Wohnungseigentümern eine Unterlage zur Verfügung zu stellen, um ihnen eine inhaltliche Befassung mit dem Beschlussgegenstand zu ermöglichen?",53
Warum ist eine ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft wichtig?,165
Wie ist eine Sonderumlage im Vergleich zu einem Wirtschaftsplan zu bewerten?,175
"Wer ist berechtigt, an der Beschlussfassung über eine Sonderumlage teilzunehmen?",164
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft bei der Beschlussfassung über eine Sonderumlage mitstimmen durfte oder nicht?",164
Welche Gründe können eine Beschlussfassung über eine Sonderumlage unwirksam machen?,163
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft unangemessene Vorteile aus einer Beschlussfassung gezogen hat?",130
"Welche Voraussetzungen müssen erfüllt sein, damit eine Äußerung in einem satirischen Kontext nicht unter den Schutz der Satirefreiheit fällt?",32
"Wer ist verpflichtet, den objektiven Sinngehalt einer Äußerung zu ermitteln, um ihre rechtliche Würdigung vorzunehmen?",32
"Wie kann eine Äußerung in einem satirischen Beitrag richtig gedeutet werden, um ihren eigentlichen Aussagegehalt zu verstehen?",32
Welche Rolle spielt der Kontext einer Äußerung bei der Interpretation ihres Aussagegehalts?,155
"Welche Rechtsgrundlage gilt für die Zurechnung von Äußerungen in einem Dialog, wenn der Kontext und die satirische Einkleidung nicht hinreichend berücksichtigt werden?",32
"Wer ist verpflichtet, eine unrichtige Information zu korrigieren, die in einem satirischen Kontext erfolgt ist?",32
"Wie kann eine unrichtige Information, die der verfassungsrechtlich vorausgesetzten Möglichkeit zutreffender Meinungsbildung nicht dient, unter dem Gesichtspunkt der Satirefreiheit geschützt werden?",32
"Welche Bedingungen müssen erfüllt sein, damit eine Äußerung unter dem Gesichtspunkt der Satirefreiheit besonderen Schutz genießt?",32
"Welche Rechtsfolgen treten ein, wenn eine Äußerung in einem satirischen Kontext erfolgt, aber der Rezipient die satirische Überzeichnung nicht erkennt?",32
Welche Rolle spielt das Verständnis eines unvoreingenommenen und verständigen Publikums bei der Interpretation des Aussagegehalts einer Äußerung?,155
Welche Rechtsgrundlage gilt für die Kürzung des Vergütungsanspruchs bei Vorliegen von Mängeln in einem Werkvertrag?,17
Unter welchen Bedingungen ist der Unternehmer von seiner Pflicht zur Vertragserfüllung frei?,34
"Wer trägt das Risiko für Mängel in einem Werkvertrag, wenn der Besteller keine Einreden geltend macht?",10
Wie ist der Minderwert einer mangelhaften Leistung in einem Werkvertrag zu berechnen?,45
"Welche Rolle spielt die Nachfristsetzung nach § 648 a Abs. 5 Satz 1, § 643 Abs. 1 BGB für den Vergütungsanspruch des Unternehmers?",74
"Welche Rechtsvorschriften sind auf das Schuldverhältnis anwendbar, wenn die Leistung vor dem 1. Januar 2002 erbracht wurde?",120
"Wer ist verpflichtet, den Vertrauensschaden nach § 648 a Abs. 5 Satz 2 BGB zu ersetzen, wenn der Unternehmer seine Pflichten nicht erfüllt?",74
"Welche Rechtsfolge tritt ein, wenn der Unternehmer seine Pflichten nicht erfüllt und der Besteller keine Einreden geltend macht?",104
"Welche Voraussetzungen müssen erfüllt sein, damit ein Bieter einen Schadensersatzanspruch wegen Verletzung der Vergaberechtskonformität geltend machen kann?",24
Welche Rolle spielt das Vertrauen des Bieters bei der Geltendmachung eines Schadensersatzanspruchs aufgrund von Vergaberechtsverstößen?,108
"Welche Pflichten hat ein öffentlicher Auftraggeber bei der Beschaffung von Waren, Bau- und Dienstleistungen im Wettbewerb?",162
Unter welchen Bedingungen kann ein übergangener Bieter Schadensersatz wegen Verletzung seiner Interessen durch den öffentlichen Auftraggeber beanspruchen?,36
Welche Bedeutung hat die Marktposition eines öffentlichen Auftraggebers für die Anwendbarkeit des Kartellrechts?,14
Welche Rechtsfolgen hat die Verwendung einer vergaberechtswidrigen Klausel durch einen öffentlichen Auftraggeber?,31
"Welche Rechte hat ein Bieter, wenn er der Ansicht ist, dass ein öffentlicher Auftraggeber seine Rücksichtnahmepflichten verletzt hat?",11
"Welche Voraussetzungen müssen erfüllt sein, damit ein Frachtführer zur beförderungssicheren Verladung des Gutes verpflichtet ist, obwohl § 412 Abs. 1 Satz 1 HGB dies nicht vorsieht?",74
"Welche Rolle spielt der Einsatz von speziellen Verladevorrichtungen, wie einer Hebebühne, bei der Entscheidung, wer für die Verladung des Transportgutes verantwortlich ist?",166
"Wer ist verpflichtet, den Nachweis zu erbringen, dass eine bestimmte Verlademethode zwischen den Parteien vereinbart wurde?",40
Wie kann eine Verpflichtung des Frachtführers zur Verladung des Transportgutes auch ohne ausdrückliche Vereinbarung entstehen?,78
Welche Bedeutung hat die Praxis der Parteien bei der Auslegung von Verträgen und der Bestimmung der Verpflichtungen der Vertragsparteien?,73
"Welche Auswirkungen hat es, wenn eine Partei in einem Vertrag nicht die ihr obliegenden Verpflichtungen erfüllt?",104
"Welche Rechtsfolgen treten ein, wenn eine Partei ohne berechtigten Grund ihre vertraglichen Verpflichtungen nicht erfüllt?",104
Welche Bedeutung hat die Art der zu befördernden Güter bei der Bestimmung der Verpflichtungen der Vertragsparteien im Rahmen eines Frachtvertrags?,73
Wie kann eine Partei ihre Verpflichtungen im Rahmen eines Vertrages nachweisen?,25
Welche Rolle spielt die Kommunikation und das Einvernehmen zwischen den Vertragsparteien bei der Bestimmung der Verpflichtungen im Rahmen eines Vertrages?,73
"Welche Bedingungen müssen erfüllt sein, damit ein Makler eine Courtage für die Vermittlung einer Wohnung verlangen kann?",24
"Wer ist verpflichtet, eine Courtage zu zahlen, wenn ein Makler lediglich einen Kontakt zu einer Wohnung herstellt, ohne weitere Vermittlungstätigkeit?",10
Welche Rolle spielt die unmittelbare Anwesenheit des Maklers beim Vertragsabschluss für den Courtageanspruch?,12
Welche Rechtsgrundlage gilt für die Courtagepflicht des Auftraggebers im Rahmen eines Maklervertrages?,17
"Wie kann ein Makler seine Courtagepflicht geltend machen, wenn er nicht beim Vertragsabschluss anwesend ist?",10
"Welche Rechte hat ein Makler, wenn er Kontakte zu Wohnungsunternehmen und Wohnungseigentümern herstellt, aber der Auftraggeber den Mietvertrag alleine abschließt?",10
"Welche Voraussetzungen müssen erfüllt sein, damit eine Unterbeteiligung an einer Innengesellschaft als Schenkung gilt?",24
"Wer ist verpflichtet, den Hauptbeteiligten in einer Innengesellschaft zu unterrichten und anzuhören, bevor er bestimmte Handlungen vornimmt?",40
Wie wird eine Schenkung einer Unterbeteiligung an einer Innengesellschaft vollzogen?,57
"Welche Rechte hat ein Unterbeteiligter an einer Innengesellschaft, wenn ihm mitgliedschaftliche Rechte eingeräumt werden?",10
Warum ist die Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen?,57
Welche Rechtsgrundlage gilt für die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO?,74
Wer kann die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO beantragen?,74
Welche Rolle spielt die notarielle Beurkundung bei der Schenkung einer Unterbeteiligung an einer Innengesellschaft?,57
"Welche Rechtsfolge tritt ein, wenn eine Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen wird?",148
"Welche Bedingungen müssen erfüllt sein, damit eine Schenkung einer Unterbeteiligung an einer Innengesellschaft wirksam ist?",24
"Welche Voraussetzungen müssen erfüllt sein, damit eine ordentliche Kündigung eines Geschäftsführers einer GmbH wirksam ist?",24
"Wer ist berechtigt, eine ordentliche Kündigung eines Geschäftsführers einer GmbH zu erklären?",69
"Wie kann eine ordentliche Kündigung eines Geschäftsführers einer GmbH wirksam sein, ohne dass sie auf einem bestimmten Grund basiert?",67
Welche Rolle spielen die Motive der Gesellschafter bei der Wirksamkeit einer ordentlichen Kündigung eines Geschäftsführers einer GmbH?,12
Welche Rechtsgrundlage gilt für die Abberufung eines Geschäftsführers einer GmbH und die Kündigung seines Anstellungsvertrages?,106
"Welche Rechte hat ein Geschäftsführer einer GmbH, wenn er ordentlich gekündigt wird?",10
"Welche Voraussetzungen müssen erfüllt sein, damit ein Erfüllungsanspruch auf Renovierung in einem Mietvertrag nicht verjährt?",24
"Wer ist berechtigt, Verhandlungen über Schadensersatzansprüche zu führen, und wann beginnt die Verjährung in einem solchen Fall?",82
"Wie kann die Verjährung eines Erfüllungsanspruchs gehemmt werden, und welche Rolle spielen Verhandlungen dabei?",22
"Welche Bedeutung hat die Bereitschaft des Verpflichteten, sich auf Verhandlungen einzulassen, für die Hemmung der Verjährung?",22
Wie beeinflusst die Umwandlung eines Erfüllungsanspruchs in einen Schadensersatzanspruch die Verjährung?,31
Welche Auswirkungen hat die Verjährung des Erfüllungsanspruchs auf den Schadensersatzanspruch?,31
Welche Verantwortung trägt das Berufungsgericht bei der Überprüfung von Verjährungsfragen in einem Schadensersatzprozess?,196
"Wie kann die Verjährung eines Erfüllungsanspruchs in einem Mietvertrag unterbrochen werden, und welche Rolle spielt dabei die Aktivlegitimation?",22
"Welche Voraussetzungen müssen erfüllt sein, damit eine Verbandsstrafe nach § 12 Satz 4 der Satzung verhängt werden kann?",46
"Wer ist verpflichtet, die Fischablieferungspflicht gegenüber der Genossenschaft einzuhalten?",23
Wie ist der Unterschied zwischen einer Vertragsstrafe und einer Verbandsstrafe nach § 12 der Satzung?,51
Wann entfällt die Disziplinarstrafbefugnis des Verbandes gegenüber einem Mitglied?,94
"Welche Rechte hat ein Mitglied einer Genossenschaft, wenn es schuldhaft gegen seine Fischablieferungspflicht verstößt?",23
Welche Rolle spielt die Mitgliedschaft eines Fischers in einer Genossenschaft bei der Einhaltung der Fischablieferungspflicht?,42
Welche Rechtsgrundlage gilt für die Verhängung einer Verbandsstrafe gegen ein Mitglied einer Genossenschaft?,106
Welche Rechtsfolgen hat der Ausschluss eines Mitglieds aus einer Genossenschaft bezüglich der Verhängung einer Verbandsstrafe?,106
Welche Tatbestandsmerkmale müssen für eine Haftung nach § 823 BGB erfüllt sein?,61
Unter welchen Bedingungen kann eine Vertragsstrafe nach § 339 BGB vereinbart werden?,51
"Wer ist verpflichtet, die Kosten für eine notwendige Rechtsberatung zu tragen, wenn der Mandant ohne Verschulden in eine wirtschaftliche Notlage gerät?",105
Welche Rolle spielt die Verjährung bei Ansprüchen auf Schadensersatz nach § 195 BGB?,103
"Welche Rechtsfolge tritt ein, wenn eine Partei ohne rechtfertigenden Grund von einem Vertrag zurücktritt?",104
Wie ist die Beweislast bei Ansprüchen aus unerlaubter Handlung nach § 823 BGB geregelt?,51
"Warum kann eine Partei von einem Vertrag nicht mehr zurücktreten, wenn die andere Partei die Leistung bereits erbracht hat?",67
Welche Rechtsgrundlage gilt für die Durchsetzung von Ansprüchen aus einer Verletzung von Urheberrechten?,17
Unter welchen Voraussetzungen kann ein nachbarrechtlicher Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB geltend gemacht werden?,74
"Wer kann als mittelbare Handlungsstörerin in Anspruch genommen werden, um einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB geltend zu machen?",74
Welche Art von Beeinträchtigung kann entschädigungslos nicht mehr hingenommen werden und einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB rechtfertigen?,74
"Welche Kosten hat eine Streithelferin im Rahmen eines Rechtsstreits zu tragen, wenn sie sich zur Unterstützung einer Partei Beitritt erklärt?",102
Wie kann die Teilrechtsfähigkeit einer Wohnungseigentümergemeinschaft in Bezug auf den Beitritt einer Streithelferin berücksichtigt werden?,64
"Welche Art von Schadensursachen können im Rahmen eines Rechtsstreits alternativ ins Feld geführt werden, wenn die genauen Brandursache nicht festgestellt werden kann?",27
Welche Rolle spielt die Zurechnung des Verschuldens von Hilfspersonen nach § 278 BGB im Zusammenhang mit einem nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB?,74
"Welche Bedeutung hat die Tatsache, dass eine Partei nicht im Pflichtenkreis der Beklagten tätig geworden ist, für die Zurechnung von Beratungsfehlern?",11
"Welche Art von Beeinträchtigung kann entschädigungslos nicht mehr hingenommen werden und einen Unterlassungsanspruch rechtfertigen, der wiederum die Grundlage für einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB bilden kann?",74
"Welche Rechtsfolge tritt ein, wenn ein an sich gegebener Unterlassungsanspruch aus besonderen Gründen nicht geltend gemacht werden konnte und ein nachbarrechtlicher Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB in Betracht kommt?",74
"Welche Voraussetzungen müssen erfüllt sein, damit ein Berufungsurteil von Amts wegen aufgehoben und zur erneuten Verhandlung zurückverweist?",24
Welche Rolle spielt die Bezugnahme auf die tatsächlichen Feststellungen des angefochtenen Urteils in einem Berufungsurteil?,152
Welche Bedeutung hat die Wiedergabe der Berufungsanträge in einem Berufungsurteil?,37
Welche Rechtsgrundlage gilt für die Aufhebung und Zurückverweisung eines Berufungsurteils?,17
"Wer ist verpflichtet, die tatsächlichen Feststellungen des angefochtenen Urteils in einem Berufungsurteil zu berücksichtigen?",76
"Welche Rechtsfolge tritt ein, wenn ein Berufungsurteil keine ausreichende Beurteilungsgrundlage enthält?",104
Welche Rechtsgrundlage gilt für die Überprüfung von Berufungsurteilen im Revisionsverfahren?,17
Welche Rolle spielt die mündliche Verhandlung im Berufungsverfahren für die Anwendung des Zivilprozessrechts?,8
"Welche Voraussetzungen müssen erfüllt sein, damit ein Versicherungsmakler eine umfassende Beratungspflicht gegenüber seinem Kunden hat?",24
"Wer ist verpflichtet, den Kunden über die Risiken eines Vertragsabschlusses aufzuklären, und unter welchen Umständen?",40
Welche Rolle spielt die Vertragsgestaltung bei der Bestimmung der Pflichten eines Versicherungsmaklers?,73
Wie kann ein Versicherungsnehmer Schadensersatz wegen mangelnder Beratung durch seinen Makler geltend machen?,36
Welche Bedeutung hat die finanzielle Leistungsfähigkeit eines Kunden für die Beratungspflicht eines Versicherungsmaklers?,108
Welche Rechtsfolgen hat die Verletzung der Beratungspflicht eines Versicherungsmaklers?,31
"Welche Bedingungen müssen erfüllt sein, damit ein Versicherungsnehmer von seinem Makler Schadensersatz wegen mangelnder Beratung verlangen kann?",24
"Welche Voraussetzungen müssen erfüllt sein, damit ein Verrichtungsgehilfe für eine rechtswidrige und schuldhafte Verletzung haftbar gemacht werden kann?",24
Welche Rolle spielt die Haftpflichtversicherung bei der Haftung für einen Schaden?,5
"Wie ist das Tatbestandsmerkmal ""gemeinsame Betriebsstätte"" nach § 106 Abs. 3 3. Alternative SGB VII eng auszulegen?",184
Unter welchen Bedingungen kann eine Haftungsbefreiung nach § 106 Abs. 3 3. Alternative SGB VII eintreten?,3
"Wer ist verpflichtet, für einen Schaden einzustehen, wenn mehrere Parteien beteiligt sind?",91
"Welche Rechte hat ein Geschädigter, wenn er durch eine rechtswidrige und schuldhafte Verletzung einen Schaden erlitten hat?",11
"Wie ist der Begriff ""gemeinsame Betriebsstätte"" nach dem Urteil des Bundesgerichtshofs vom 17. Oktober 2000 auszulegen?",147
"Welche Bedeutung hat der Begriff ""bewußtes Miteinander im Arbeitsablauf"" im Zusammenhang mit § 106 Abs. 3 3. Alternative SGB VII?",184
"Welche Auswirkungen hat es, wenn die Tätigkeiten von beteiligten Unternehmen nicht aufeinander bezogen oder miteinander verknüpft sind, im Hinblick auf § 106 Abs. 3 3. Alternative SGB VII?",184
"Wie ist der Begriff ""Zusammentreffen der Risikosphären mehrerer Betriebe"" im Zusammenhang mit § 106 Abs. 3 3. Alternative SGB VII zu verstehen?",184
"Welche Voraussetzungen müssen erfüllt sein, damit die deutschen Gerichte international zuständig sind, wenn es um unerlaubte Handlungen geht, die in einem anderen Vertragsstaat begangen wurden?",192
Was gilt als unerlaubte Handlung im Sinne des Luganer Übereinkommens?,128
"Wer ist zuständig, wenn eine unerlaubte Handlung oder eine Handlung, die einer unerlaubten Handlung gleichgestellt ist, den Gegenstand des Verfahrens bildet?",135
"Wie ist der Ort zu bestimmen, an dem das schädigende Ereignis eingetreten ist, wenn es um eine unerlaubte Handlung geht?",135
Welche Rolle spielt die Möglichkeit einer Anspruchskonkurrenz bei der Zuständigkeit der Gerichte?,12
"Wie ist die Zuständigkeit der Gerichte zu bestimmen, wenn deliktische Ansprüche mit vertraglichen konkurrieren?",168
Welche Bedeutung hat die Einwilligung des Patienten für die Haftung des Arztes?,12
"Welche Voraussetzungen müssen erfüllt sein, damit ein Sachverständigengutachten zur Begründung eines Mieterhöhungsverlangens wirksam ist?",81
"Wer ist verpflichtet, ein Sachverständigengutachten zu erstellen, um ein Mieterhöhungsverlangen zu begründen?",81
"Wie muss ein Sachverständigengutachten im Detail beschaffen sein, um die Wirksamkeit eines Mieterhöhungsverlangens zu gewährleisten?",81
Welche Rolle spielt die Besichtigung der Wohnung durch den Sachverständigen bei der Erstellung eines Gutachtens zur Begründung eines Mieterhöhungsverlangens?,15
Warum kann eine unterbliebene Besichtigung der Wohnung durch den Sachverständigen nicht automatisch zur Unwirksamkeit des Mieterhöhungsverlangens führen?,18
Welche Bedeutung hat die Differenzierung im Modernisierungsgrad im Rahmen eines Sachverständigengutachtens zur Begründung eines Mieterhöhungsverlangens?,15
"Welche Rechte hat der Mieter, wenn er der Berechtigung eines Mieterhöhungsverlangens nachgehen möchte?",10
"Welche Pflichten hat der Vermieter, wenn er ein Mieterhöhungsverlangen stellt?",10
"Welche Rechtsfolgen treten ein, wenn ein Mieterhöhungsverlangen nicht ordnungsgemäß begründet wurde?",104
"Welche Bedingungen müssen erfüllt sein, damit ein Mieterhöhungsverlangen wirksam ist?",24
"Welche Voraussetzungen müssen für die Anwendung des Widerrufsrechts nach § 495 Abs. 1 BGB n.F. oder §§ 312, 355 BGB n.F. erfüllt sein?",74
"Wer ist nach § 1 HWiG berechtigt, einen Vertrag in einer Haustürsituation zu widerrufen?",46
Wie ist Art. 229 § 9 EGBGB im Verhältnis zu Art. 229 § 5 Satz 2 EGBGB einzuordnen?,119
"Welche Rechtsfolgen hat die Anwendung von Art. 229 § 9 EGBGB auf Haustürgeschäfte, die vor dem 1. August 2002 abgeschlossen wurden?",74
Wie ist der Vorrang von Art. 229 § 9 EGBGB gegenüber Art. 229 § 5 Satz 2 EGBGB zu begründen?,119
Welche Rolle spielt die Kausalität einer Haustürsituation für die Anwendbarkeit des § 1 Abs. 1 HWiG?,74
Wie ist der enge zeitliche Zusammenhang zwischen der mündlichen Verhandlung in einer Haustürsituation und der Vertragserklärung nach § 1 Abs. 1 HWiG zu interpretieren?,74
Welche Bedeutung hat die notarielle Beurkundung eines Vertrages für die Anwendbarkeit des Widerrufsrechts nach § 1 HWiG?,103
Welche Rechtsgrundlage gilt für die Berücksichtigung von Umsatzsteuer bei der Schadensersatzleistung für ein Fahrzeug?,109
Unter welchen Bedingungen ist die Umsatzsteuer bei der Schadensersatzleistung für ein Fahrzeug zu berücksichtigen?,109
"Wer ist verpflichtet, die tatsächlich angefallene Umsatzsteuer im Rahmen der Schadensersatzleistung zu ersetzen?",105
