question,cluster
Welche Rechte hat die Beklagte im Falle einer positiven Ertragsprognose zum Zeitpunkt der Verschmelzung?,15
"Wer ist schutzbedürftiger, die Genussscheininhaber oder die Beklagte, und warum?",198
"Welche Rechtsfolge tritt ein, wenn die Beklagte nicht schlüssig dargelegt hat, dass negative Entwicklungen schon zum Zeitpunkt der Verschmelzung angelegt gewesen seien?",210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Garantieanspruch wegen eines Motorschadens geltend gemacht werden kann?",14
"Wer ist verpflichtet, die Kosten für die Reparatur eines Garantiefalls zu tragen?",10
Unter welchen Bedingungen kann eine Garantie wegen Verletzung der Wartungspflicht unwirksam sein?,14
"Wie wird entschieden, ob eine Klausel in Allgemeinen Geschäftsbedingungen der Inhaltskontrolle nach §§ 307 ff. BGB unterliegt?",180
Welche Rolle spielt die Entgeltlichkeit einer Garantie bei der Beurteilung einer Wartungsklausel?,14
"Welche Rechtsgrundlage gilt für die Unwirksamkeit einer Klausel in Allgemeinen Geschäftsbedingungen, die den Kunden unangemessen benachteiligt?",64
"Wie wird entschieden, ob eine Klausel in einem Vertrag eine wirksame vertragliche Regelung darstellt oder dispositives Gesetzesrecht zur Anwendung kommt?",43
"Wer trägt das Risiko für Schäden, die durch die Verletzung der Wartungspflicht entstehen, wenn die Garantie unwirksam ist?",105
"Welche Rechtsfolge tritt ein, wenn eine Klausel in Allgemeinen Geschäftsbedingungen unwirksam ist?",64
"Wie wird entschieden, ob eine Vertragsauslegung durch das Berufungsgericht rechtmäßig ist?",43
Unter welchen Voraussetzungen ist eine Widerwiderklage unzulässig?,16
Was ist ein Streitgegenstand in Bezug auf die materielle Rechtskraft?,164
"Wer ist verpflichtet, eine gerichtliche Entscheidung zu beachten, und welche Konsequenzen hat das Nichtbeachten?",10
Welche Rolle spielt das Modernisierungsverlangen bei der Beurteilung eines Duldungsanspruchs?,46
"Wie kann ein neuer Streitgegenstand entstehen, und wann ist das nicht der Fall?",157
"Welche Rechtsfolge tritt ein, wenn eine gerichtliche Entscheidung nicht beachtet wird?",210
Welche Bedeutung hat die Fortentwicklung der Technik für die Beibehaltung eines vertraglich vorgegebenen Zustands?,113
"Welche Voraussetzungen müssen erfüllt sein, damit ein Prüfungsantrag zulässig ist?",53
Welche Maßnahmen gelten als Dienstaufsichtsmaßnahmen im Sinne des § 26 Abs. 3 DRiG?,151
"Wer ist befugt, auf dienstliche Erklärungen eines Richters zuzugreifen?",10
Unter welchen Umständen kann die Beschaffung und Einsichtnahme in dienstliche Erklärungen als Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen angesehen werden?,115
"Wie kann die Einsichtnahme in dienstliche Erklärungen geeignet sein, sich auf die künftige Tätigkeit eines Richters auszuwirken?",106
Welche Rolle spielt die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen bei der Vorbereitung von Vorhaltungen oder der Veranlassung zur Aufgabe von Rechtsansichten?,115
Welche Maßnahmen können als Vorbereitungsmaßnahmen für künftige beeinträchtigende Maßnahmen der Dienstaufsicht im Sinne des § 26 Abs. 3 DRiG angesehen werden?,151
"Welche Rechte hat ein Richter, wenn er der Meinung ist, dass die Einsichtnahme in seine dienstlichen Erklärungen eine Vorbereitungsmaßnahme für dienstaufsichtliche Maßnahmen darstellt?",115
Wie kann die Kenntnisnahme vom Inhalt der dienstlichen Erklärungen zu dem Gefühl einer heimlichen Überwachung durch den Präsidenten des Bundesgerichtshofs führen und damit zu einer Einflussnahme auf die Rechtsprechung?,138
Welche Rechtsgrundlage gilt für die Zurückweisung eines Antrages als unzulässig?,210
"Welche Voraussetzungen müssen erfüllt sein, damit eine Abtretungsklausel wirksam ist?",16
"Wer ist verpflichtet, die Transparenz einer Abtretungsklausel sicherzustellen?",10
Wie kann eine unklare Abtretungsklausel zur Unwirksamkeit der gesamten Klausel führen?,31
"Welche Rechte hat der Geschädigte gegenüber dem Sachverständigen, wenn dieser seinen vertraglichen Honoraranspruch geltend macht?",15
"Was geschieht mit der abgetretenen Schadensersatzforderung, wenn der Sachverständige seinen vertraglichen Honoraranspruch gegen die Geschädigte geltend macht?",45
"Welche Rechtsfolge tritt ein, wenn eine Abtretungsklausel unwirksam ist?",210
Welche Rolle spielt die Verständlichkeit einer Abtretungsklausel für ihre Wirksamkeit?,132
Unter welchen Bedingungen kann ein Werklohnanspruch durch die Aufrechnung mit Mehraufwendungen erlöschen?,16
"Wer ist verpflichtet, dem Auftragnehmer nach einer Kündigung eine Aufstellung über die entstandenen Mehrkosten zuzusenden?",10
"Welche Rechte hat der Auftragnehmer, wenn ihm die Aufstellung über die entstandenen Mehrkosten nicht zugesendet wird?",15
"Wie muss die Aufstellung über die entstandenen Mehrkosten erstellt werden, damit sie dem Auftragnehmer eine sachgerechte Prüfung ermöglicht?",3
Welche Rolle spielt die Rechnungslegung im Rahmen einer Stufenklage?,46
"Warum kann die Stufenklage unzulässig sein, obwohl die Rechnungslegung dem Kläger Informationen über seine Rechtsverfolgung verschaffen soll?",89
"Welche Rechtsgrundlage gilt für die Verpflichtung des Auftraggebers, dem Auftragnehmer eine Aufstellung über die entstandenen Mehrkosten zuzusenden?",210
"Welche Voraussetzungen müssen erfüllt sein, damit Gesellschafter einer GmbH verpflichtet sind, keine höheren Geschäftsführervergütungen zu vereinnahmen als in einem Gesellschafterbeschluss festgelegt?",61
Unter welchen Bedingungen kann eine Änderung der Geschäftsführerverträge bezüglich der Gründungsgesellschafter einer GmbH erfolgen?,61
"Wer ist berechtigt, einen Mitgesellschafter im Interesse der Gesellschaft in Anspruch zu nehmen?",10
Welche Rolle spielt die Regelung in § 5 Abs. 4 des Gesellschaftsvertrages im Vergleich zu § 8 Abs. 3?,114
"Welche Rechtsfolge tritt ein, wenn Gesellschafter einer GmbH gegen die gesellschaftliche Treuepflicht verstoßen?",61
"Wie ist der Streitwert in einem Verfahren zu berechnen, in dem es um die Unterlassung von Geschäftsführervergütungen geht?",40
"Welche Rechte hat ein Gesellschafter einer GmbH, wenn er sich nicht auf eine neue Vergütungshöhe einigen kann?",61
"Welche Voraussetzungen müssen erfüllt sein, damit ein Mietvertrag über den vereinbarten Endzeitpunkt hinaus fortbesteht?",16
Welche Rolle spielt die Ausübung des Optionsrechts der Mieterin für die Anwendung der Verlängerungsklausel im Mietvertrag?,13
"Wie ist die Verlängerungsklausel im Mietvertrag auszulegen, wenn der Wortlaut mehrere Auslegungsmöglichkeiten zulässt?",162
"Wer ist verpflichtet, eine Entscheidung zu treffen, ob er eine automatische Verlängerung des Mietvertrages verhindern will, und wie lange vor Ablauf der regulären Mietzeit muss diese Entscheidung getroffen werden?",67
"Welche Rechte hat die Mieterin, wenn sie sich zunächst gegen die Verlängerung des Mietvertrages ausspricht, aber später ihr Optionsrecht ausüben will?",66
Wie kann die Mieterin dem Einwand widersprüchlichen Verhaltens bei Ablehnung der Verlängerung nach § 3 Abs. 3 vorbeugen?,154
Welche Auswirkungen hat die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit auf die Optionsmöglichkeit der Mieterin?,67
"Welche Gründe sprechen dafür, dass die Verlängerungsklausel eigenständig ist und nicht als Unterfall des Optionsrechts geregelt ist?",47
Wie beeinflusst die Anwendung der Verlängerungsklausel bereits nach Ablauf der regulären Mietzeit den Entscheidungsdruck für die Mieterin?,67
"Wer ist befugt, einen Geschäftsführeranstellungsvertrag für eine GmbH abzuschließen?",61
"Welche Voraussetzungen müssen erfüllt sein, damit ein Geschäftsführervertrag wirksam ist?",61
Wie kann ein unwirksamer Geschäftsführervertrag für die Zukunft behandelt werden?,31
Wann kann eine Abfindungsklausel in einem Geschäftsführervertrag unwirksam sein?,74
"Welche Rechte hat ein Geschäftsführer, wenn der Vertrag unwirksam ist, aber er bereits als Geschäftsführer tätig war?",15
Welche Rolle spielt die Kenntnis aller Gesellschafter von einem Geschäftsführervertrag für dessen Wirksamkeit?,86
Wie kann eine Gesellschafterversammlung die Wirksamkeit eines Geschäftsführervertrages bestätigen?,86
"Welche Rechtsfolgen hat es, wenn ein Geschäftsführervertrag unwirksam ist, aber die Parteien ihn jahrelang praktiziert haben?",210
"Wie kann eine Klausel in einem Geschäftsführervertrag unzulässig sein, wenn sie die Beendigung des Vertrages erschwert?",31
Welche Bedeutung hat die praktizierte Vertragsdauer für die Beurteilung der Wirksamkeit eines Geschäftsführervertrages?,86
"Welche Partei ist in diesem Fall als Beklagte behandelt worden, obwohl sie nicht passiv legitimiert war?",0
"Welche Anforderungen müssen an die Bezeichnung der Beklagten in einer Klageschrift gestellt werden, um Missverständnisse zu vermeiden?",16
"Unter welchen Umständen kann ein Parteiwechsel nach § 44 Abs. 1 WEG nachgeholt werden, wenn die Fristen des § 46 Abs. 1 Satz 2 WEG wahrt werden müssen?",172
"Welche Rolle spielt die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift, insbesondere wenn die Mitteilung ohne weiteres möglich ist?",192
"Welche Konsequenzen hat es, wenn die Angabe der ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift fehlt und die Mitteilung ohne weiteres möglich war?",192
"Wer ist verpflichtet, die ladungsfähigen Anschriften der übrigen Wohnungseigentümer in einer Klageschrift anzugeben, wenn diese ohne weiteres bekannt sind?",10
"Welche Rechtsfolgen treten ein, wenn eine Partei die falsche Beklagte in einer Klageschrift benennt und dies erst im Laufe des Verfahrens korrigiert wird?",0
"Welche Bedeutung hat die Benennung der Mitglieder der Wohnungseigentümergemeinschaft in einer Klageschrift, die gegen den teilrechtsfähigen Verband gerichtet ist?",65
"Welche Voraussetzungen müssen erfüllt sein, damit ein Vergleich über die Honorarforderung eines Architekten wirksam ist, obwohl er nach Beendigung der Architektentätigkeit abgeschlossen wurde?",1
"Wer kann nach § 4 HOAI ein Honorar beanspruchen, das nach Mindestsätzen berechnet ist?",41
"Welche Rolle spielt das zeitliche Merkmal des Vergleichsschlusses ""nach"" Beendigung der Architektentätigkeit in Bezug auf den Geltungsbereich des § 4 HOAI?",44
Was ist das Ziel der Vergütungsvereinbarung in einem Vergleich über die Honorarforderung eines Architekten?,1
Welche Bedeutung hat das Erfordernis der Prüffähigkeit und Eignung in einem Vergleich über die Honorarforderung eines Architekten?,1
"Wer ist verpflichtet, die Bodenplatte zu berechnen, wenn die Tragwerksplanung nicht fertiggestellt ist, wie im vorliegenden Fall?",56
"Welche Rechtsgrundlage gilt für die Auslegung eines Vergleichs über die Honorarforderung eines Architekten, wenn die Auslegung des Berufungsgerichts in sich widersprüchlich ist?",1
"Was ist Gegenstand der Vergütung in einem Vergleich über die Honorarforderung eines Architekten, wenn die Parteien die Vergütung für die bereits eingereichten statischen Berechnungen vereinbaren?",1
"Welche Voraussetzungen müssen erfüllt sein, damit die erbrachten Planungsleistungen eines Architekten in einem Vergleich als geeignet für den Standsicherheitsnachweis gelten können?",1
"Welche Rechtsfolge tritt ein, wenn die Parteien sich wirksam und abschließend über den Honoraranspruch eines Architekten geeinigt haben?",1
"Welche Voraussetzungen müssen erfüllt sein, damit eine Geschäftsführung ohne Auftrag nach §§ 677, 683 Satz 1, § 670 BGB vorliegt?",55
Wer kann als berechtigter Geschäftsführer im Sinne von § 677 BGB gelten?,103
Welche Rolle spielt der Rechtsbindungswille bei der Abgrenzung zwischen einem Auftrags- und einem Gefälligkeitsverhältnis?,13
Wie ist zwischen der Geschäftsführung ohne Auftrag nach §§ 677 ff BGB und der (außerrechtlichen) Gefälligkeit ohne Auftrag zu unterscheiden?,55
Welche Bedeutung hat der Charakter einer Tätigkeit als Gefälligkeit für die Frage des Aufwendungsersatzanspruchs?,49
Welche Abgrenzungskriterien sind bei der Unterscheidung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag relevant?,144
"Welche Rechte hat ein berechtigter Geschäftsführer im Falle von Schäden, die er bei der Ausführung des Auftrags erleidet?",15
Welche Pflichten hat ein Sportverein im Hinblick auf den Transport von minderjährigen Vereinsmitgliedern zu Auswärtsspielen?,122
Welche Bedeutung hat die Art der Tätigkeit und ihr Grund und Zweck bei der Abgrenzung zwischen Geschäftsführung ohne Auftrag und Gefälligkeit ohne Auftrag?,144
"Welche Rechte hat ein Vereinsmitglied, das von einem anderen Vereinsmitglied um eine Gefälligkeit gebeten wird, wie den Transport eines minderjährigen Vereinsmitglieds zu einem Auswärtsspiel?",122
Welche Rechtsgrundlage gilt für die Berechnung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache nach Beendigung des Mietverhältnisses?,210
Welche Gegebenheiten müssen bei der Bestimmung der ortsüblichen Miete für eine Mietsache berücksichtigt werden?,66
"Unter welchen Umständen kann der Vermieter die für vergleichbare Sachen ortsübliche Miete verlangen, wenn der Mieter die Mietsache nicht rechtzeitig zurückgibt?",66
"Wer ist verpflichtet, die ortsübliche Miete zu zahlen, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",10
"Welche Rolle spielt die Absicht des Vermieters, die Mietsache nach ihrer Rückgabe erneut zu vermieten oder selbst zu nutzen, bei der Berechnung der Nutzungsentschädigung?",13
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt?",66
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde?",210
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will?",66
"Welche Rechtsgrundlage gilt für die Bestimmung der Nutzungsentschädigung bei verspäteter Rückgabe einer Mietsache, die zuvor grundlegend renoviert wurde und nicht mehr dem Markt zur Verfügung steht?",210
"Welche Rechtsfolge tritt ein, wenn der Mieter die Mietsache nach Beendigung des Mietverhältnisses nicht rechtzeitig zurückgibt und der Vermieter die Mietsache nicht erneut vermieten will, sondern sie selbst nutzen will?",66
"Welche Voraussetzungen müssen erfüllt sein, damit eine Sonderumlage in der Wohnungseigentümergemeinschaft beschlossen werden kann?",65
"Wer ist verpflichtet, die ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft sicherzustellen?",10
"Wie muss der Gegenstand einer Beschlussfassung in der Einladung bezeichnet sein, um den Wohnungseigentümern einen ausreichenden Schutz vor überraschenden Beschlüssen zu bieten?",65
"Wann ist es erforderlich, den Wohnungseigentümern eine Unterlage zur Verfügung zu stellen, um ihnen eine inhaltliche Befassung mit dem Beschlussgegenstand zu ermöglichen?",65
Warum ist eine ordnungsmäßige Verwaltung in einer Wohnungseigentümergemeinschaft wichtig?,65
Wie ist eine Sonderumlage im Vergleich zu einem Wirtschaftsplan zu bewerten?,175
"Wer ist berechtigt, an der Beschlussfassung über eine Sonderumlage teilzunehmen?",10
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft bei der Beschlussfassung über eine Sonderumlage mitstimmen durfte oder nicht?",65
Welche Gründe können eine Beschlussfassung über eine Sonderumlage unwirksam machen?,47
"Wie ist zu entscheiden, ob eine Immobiliengesellschaft unangemessene Vorteile aus einer Beschlussfassung gezogen hat?",65
"Welche Voraussetzungen müssen erfüllt sein, damit eine Äußerung in einem satirischen Kontext nicht unter den Schutz der Satirefreiheit fällt?",84
"Wer ist verpflichtet, den objektiven Sinngehalt einer Äußerung zu ermitteln, um ihre rechtliche Würdigung vorzunehmen?",10
"Wie kann eine Äußerung in einem satirischen Beitrag richtig gedeutet werden, um ihren eigentlichen Aussagegehalt zu verstehen?",84
Welche Rolle spielt der Kontext einer Äußerung bei der Interpretation ihres Aussagegehalts?,49
"Welche Rechtsgrundlage gilt für die Zurechnung von Äußerungen in einem Dialog, wenn der Kontext und die satirische Einkleidung nicht hinreichend berücksichtigt werden?",84
"Wer ist verpflichtet, eine unrichtige Information zu korrigieren, die in einem satirischen Kontext erfolgt ist?",82
"Wie kann eine unrichtige Information, die der verfassungsrechtlich vorausgesetzten Möglichkeit zutreffender Meinungsbildung nicht dient, unter dem Gesichtspunkt der Satirefreiheit geschützt werden?",206
"Welche Bedingungen müssen erfüllt sein, damit eine Äußerung unter dem Gesichtspunkt der Satirefreiheit besonderen Schutz genießt?",84
"Welche Rechtsfolgen treten ein, wenn eine Äußerung in einem satirischen Kontext erfolgt, aber der Rezipient die satirische Überzeichnung nicht erkennt?",84
Welche Rolle spielt das Verständnis eines unvoreingenommenen und verständigen Publikums bei der Interpretation des Aussagegehalts einer Äußerung?,49
Welche Rechtsgrundlage gilt für die Kürzung des Vergütungsanspruchs bei Vorliegen von Mängeln in einem Werkvertrag?,210
Unter welchen Bedingungen ist der Unternehmer von seiner Pflicht zur Vertragserfüllung frei?,16
"Wer trägt das Risiko für Mängel in einem Werkvertrag, wenn der Besteller keine Einreden geltend macht?",10
Wie ist der Minderwert einer mangelhaften Leistung in einem Werkvertrag zu berechnen?,39
"Welche Rolle spielt die Nachfristsetzung nach § 648 a Abs. 5 Satz 1, § 643 Abs. 1 BGB für den Vergütungsanspruch des Unternehmers?",36
"Welche Rechtsvorschriften sind auf das Schuldverhältnis anwendbar, wenn die Leistung vor dem 1. Januar 2002 erbracht wurde?",207
"Wer ist verpflichtet, den Vertrauensschaden nach § 648 a Abs. 5 Satz 2 BGB zu ersetzen, wenn der Unternehmer seine Pflichten nicht erfüllt?",125
"Welche Rechtsfolge tritt ein, wenn der Unternehmer seine Pflichten nicht erfüllt und der Besteller keine Einreden geltend macht?",210
"Welche Voraussetzungen müssen erfüllt sein, damit ein Bieter einen Schadensersatzanspruch wegen Verletzung der Vergaberechtskonformität geltend machen kann?",16
Welche Rolle spielt das Vertrauen des Bieters bei der Geltendmachung eines Schadensersatzanspruchs aufgrund von Vergaberechtsverstößen?,46
"Welche Pflichten hat ein öffentlicher Auftraggeber bei der Beschaffung von Waren, Bau- und Dienstleistungen im Wettbewerb?",187
Unter welchen Bedingungen kann ein übergangener Bieter Schadensersatz wegen Verletzung seiner Interessen durch den öffentlichen Auftraggeber beanspruchen?,16
Welche Bedeutung hat die Marktposition eines öffentlichen Auftraggebers für die Anwendbarkeit des Kartellrechts?,94
Welche Rechtsfolgen hat die Verwendung einer vergaberechtswidrigen Klausel durch einen öffentlichen Auftraggeber?,210
"Welche Rechte hat ein Bieter, wenn er der Ansicht ist, dass ein öffentlicher Auftraggeber seine Rücksichtnahmepflichten verletzt hat?",15
"Welche Voraussetzungen müssen erfüllt sein, damit ein Frachtführer zur beförderungssicheren Verladung des Gutes verpflichtet ist, obwohl § 412 Abs. 1 Satz 1 HGB dies nicht vorsieht?",50
"Welche Rolle spielt der Einsatz von speziellen Verladevorrichtungen, wie einer Hebebühne, bei der Entscheidung, wer für die Verladung des Transportgutes verantwortlich ist?",87
"Wer ist verpflichtet, den Nachweis zu erbringen, dass eine bestimmte Verlademethode zwischen den Parteien vereinbart wurde?",0
Wie kann eine Verpflichtung des Frachtführers zur Verladung des Transportgutes auch ohne ausdrückliche Vereinbarung entstehen?,110
Welche Bedeutung hat die Praxis der Parteien bei der Auslegung von Verträgen und der Bestimmung der Verpflichtungen der Vertragsparteien?,13
"Welche Auswirkungen hat es, wenn eine Partei in einem Vertrag nicht die ihr obliegenden Verpflichtungen erfüllt?",0
"Welche Rechtsfolgen treten ein, wenn eine Partei ohne berechtigten Grund ihre vertraglichen Verpflichtungen nicht erfüllt?",0
Welche Bedeutung hat die Art der zu befördernden Güter bei der Bestimmung der Verpflichtungen der Vertragsparteien im Rahmen eines Frachtvertrags?,110
Wie kann eine Partei ihre Verpflichtungen im Rahmen eines Vertrages nachweisen?,31
Welche Rolle spielt die Kommunikation und das Einvernehmen zwischen den Vertragsparteien bei der Bestimmung der Verpflichtungen im Rahmen eines Vertrages?,13
"Welche Bedingungen müssen erfüllt sein, damit ein Makler eine Courtage für die Vermittlung einer Wohnung verlangen kann?",16
"Wer ist verpflichtet, eine Courtage zu zahlen, wenn ein Makler lediglich einen Kontakt zu einer Wohnung herstellt, ohne weitere Vermittlungstätigkeit?",10
Welche Rolle spielt die unmittelbare Anwesenheit des Maklers beim Vertragsabschluss für den Courtageanspruch?,13
Welche Rechtsgrundlage gilt für die Courtagepflicht des Auftraggebers im Rahmen eines Maklervertrages?,210
"Wie kann ein Makler seine Courtagepflicht geltend machen, wenn er nicht beim Vertragsabschluss anwesend ist?",66
"Welche Rechte hat ein Makler, wenn er Kontakte zu Wohnungsunternehmen und Wohnungseigentümern herstellt, aber der Auftraggeber den Mietvertrag alleine abschließt?",66
"Welche Voraussetzungen müssen erfüllt sein, damit eine Unterbeteiligung an einer Innengesellschaft als Schenkung gilt?",16
"Wer ist verpflichtet, den Hauptbeteiligten in einer Innengesellschaft zu unterrichten und anzuhören, bevor er bestimmte Handlungen vornimmt?",137
Wie wird eine Schenkung einer Unterbeteiligung an einer Innengesellschaft vollzogen?,40
"Welche Rechte hat ein Unterbeteiligter an einer Innengesellschaft, wenn ihm mitgliedschaftliche Rechte eingeräumt werden?",15
Warum ist die Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen?,73
Welche Rechtsgrundlage gilt für die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO?,165
Wer kann die Feststellung des Bestehens eines Rechtsverhältnisses im Sinne von § 256 Abs. 1 ZPO beantragen?,165
Welche Rolle spielt die notarielle Beurkundung bei der Schenkung einer Unterbeteiligung an einer Innengesellschaft?,46
"Welche Rechtsfolge tritt ein, wenn eine Schenkung einer Unterbeteiligung an einer Innengesellschaft mit dem Abschluss des Gesellschaftsvertrages vollzogen wird?",210
"Welche Bedingungen müssen erfüllt sein, damit eine Schenkung einer Unterbeteiligung an einer Innengesellschaft wirksam ist?",16
"Welche Voraussetzungen müssen erfüllt sein, damit eine ordentliche Kündigung eines Geschäftsführers einer GmbH wirksam ist?",61
"Wer ist berechtigt, eine ordentliche Kündigung eines Geschäftsführers einer GmbH zu erklären?",61
"Wie kann eine ordentliche Kündigung eines Geschäftsführers einer GmbH wirksam sein, ohne dass sie auf einem bestimmten Grund basiert?",61
Welche Rolle spielen die Motive der Gesellschafter bei der Wirksamkeit einer ordentlichen Kündigung eines Geschäftsführers einer GmbH?,61
Welche Rechtsgrundlage gilt für die Abberufung eines Geschäftsführers einer GmbH und die Kündigung seines Anstellungsvertrages?,61
"Welche Rechte hat ein Geschäftsführer einer GmbH, wenn er ordentlich gekündigt wird?",61
"Welche Voraussetzungen müssen erfüllt sein, damit ein Erfüllungsanspruch auf Renovierung in einem Mietvertrag nicht verjährt?",66
"Wer ist berechtigt, Verhandlungen über Schadensersatzansprüche zu führen, und wann beginnt die Verjährung in einem solchen Fall?",10
"Wie kann die Verjährung eines Erfüllungsanspruchs gehemmt werden, und welche Rolle spielen Verhandlungen dabei?",13
"Welche Bedeutung hat die Bereitschaft des Verpflichteten, sich auf Verhandlungen einzulassen, für die Hemmung der Verjährung?",13
Wie beeinflusst die Umwandlung eines Erfüllungsanspruchs in einen Schadensersatzanspruch die Verjährung?,45
Welche Auswirkungen hat die Verjährung des Erfüllungsanspruchs auf den Schadensersatzanspruch?,45
Welche Verantwortung trägt das Berufungsgericht bei der Überprüfung von Verjährungsfragen in einem Schadensersatzprozess?,46
"Wie kann die Verjährung eines Erfüllungsanspruchs in einem Mietvertrag unterbrochen werden, und welche Rolle spielt dabei die Aktivlegitimation?",13
"Welche Voraussetzungen müssen erfüllt sein, damit eine Verbandsstrafe nach § 12 Satz 4 der Satzung verhängt werden kann?",208
"Wer ist verpflichtet, die Fischablieferungspflicht gegenüber der Genossenschaft einzuhalten?",68
Wie ist der Unterschied zwischen einer Vertragsstrafe und einer Verbandsstrafe nach § 12 der Satzung?,208
Wann entfällt die Disziplinarstrafbefugnis des Verbandes gegenüber einem Mitglied?,0
"Welche Rechte hat ein Mitglied einer Genossenschaft, wenn es schuldhaft gegen seine Fischablieferungspflicht verstößt?",68
Welche Rolle spielt die Mitgliedschaft eines Fischers in einer Genossenschaft bei der Einhaltung der Fischablieferungspflicht?,68
Welche Rechtsgrundlage gilt für die Verhängung einer Verbandsstrafe gegen ein Mitglied einer Genossenschaft?,0
Welche Rechtsfolgen hat der Ausschluss eines Mitglieds aus einer Genossenschaft bezüglich der Verhängung einer Verbandsstrafe?,0
Welche Tatbestandsmerkmale müssen für eine Haftung nach § 823 BGB erfüllt sein?,28
Unter welchen Bedingungen kann eine Vertragsstrafe nach § 339 BGB vereinbart werden?,9
"Wer ist verpflichtet, die Kosten für eine notwendige Rechtsberatung zu tragen, wenn der Mandant ohne Verschulden in eine wirtschaftliche Notlage gerät?",10
Welche Rolle spielt die Verjährung bei Ansprüchen auf Schadensersatz nach § 195 BGB?,36
"Welche Rechtsfolge tritt ein, wenn eine Partei ohne rechtfertigenden Grund von einem Vertrag zurücktritt?",0
Wie ist die Beweislast bei Ansprüchen aus unerlaubter Handlung nach § 823 BGB geregelt?,28
"Warum kann eine Partei von einem Vertrag nicht mehr zurücktreten, wenn die andere Partei die Leistung bereits erbracht hat?",73
Welche Rechtsgrundlage gilt für die Durchsetzung von Ansprüchen aus einer Verletzung von Urheberrechten?,210
Unter welchen Voraussetzungen kann ein nachbarrechtlicher Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB geltend gemacht werden?,97
"Wer kann als mittelbare Handlungsstörerin in Anspruch genommen werden, um einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB geltend zu machen?",97
Welche Art von Beeinträchtigung kann entschädigungslos nicht mehr hingenommen werden und einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB rechtfertigen?,97
"Welche Kosten hat eine Streithelferin im Rahmen eines Rechtsstreits zu tragen, wenn sie sich zur Unterstützung einer Partei Beitritt erklärt?",0
Wie kann die Teilrechtsfähigkeit einer Wohnungseigentümergemeinschaft in Bezug auf den Beitritt einer Streithelferin berücksichtigt werden?,65
"Welche Art von Schadensursachen können im Rahmen eines Rechtsstreits alternativ ins Feld geführt werden, wenn die genauen Brandursache nicht festgestellt werden kann?",45
Welche Rolle spielt die Zurechnung des Verschuldens von Hilfspersonen nach § 278 BGB im Zusammenhang mit einem nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB?,36
"Welche Bedeutung hat die Tatsache, dass eine Partei nicht im Pflichtenkreis der Beklagten tätig geworden ist, für die Zurechnung von Beratungsfehlern?",0
"Welche Art von Beeinträchtigung kann entschädigungslos nicht mehr hingenommen werden und einen Unterlassungsanspruch rechtfertigen, der wiederum die Grundlage für einen nachbarrechtlichen Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB bilden kann?",97
"Welche Rechtsfolge tritt ein, wenn ein an sich gegebener Unterlassungsanspruch aus besonderen Gründen nicht geltend gemacht werden konnte und ein nachbarrechtlicher Ausgleichsanspruch entsprechend § 906 Abs. 2 Satz 2 BGB in Betracht kommt?",97
"Welche Voraussetzungen müssen erfüllt sein, damit ein Berufungsurteil von Amts wegen aufgehoben und zur erneuten Verhandlung zurückverweist?",53
Welche Rolle spielt die Bezugnahme auf die tatsächlichen Feststellungen des angefochtenen Urteils in einem Berufungsurteil?,46
Welche Bedeutung hat die Wiedergabe der Berufungsanträge in einem Berufungsurteil?,46
Welche Rechtsgrundlage gilt für die Aufhebung und Zurückverweisung eines Berufungsurteils?,210
"Wer ist verpflichtet, die tatsächlichen Feststellungen des angefochtenen Urteils in einem Berufungsurteil zu berücksichtigen?",10
"Welche Rechtsfolge tritt ein, wenn ein Berufungsurteil keine ausreichende Beurteilungsgrundlage enthält?",210
